,satname,Entrance_state,skip image,
1989-07-30-23-11-35,L5,open,FALSE,
1992-05-03-23-07-54,L5,open,FALSE,
1998-08-24-23-23-06,L5,poorquality,TRUE,
1996-07-08-23-04-20,L5,open,FALSE,
1992-06-20-23-07-24,L5,poorquality,TRUE,
1988-07-11-23-15-12,L5,open,FALSE,
1989-08-06-23-17-12,L5,open,FALSE,
1989-09-23-23-16-02,L5,open,FALSE,
2009-12-12-23-35-06,L5,open,FALSE,
2004-09-25-23-28-36,L5,open,FALSE,
2008-11-23-23-27-41,L5,open,FALSE,
1993-08-10-23-06-30,L5,poorquality,TRUE,
2009-04-16-23-31-44,L5,open,FALSE,
1996-02-08-22-49-31,L5,open,FALSE,
2006-10-08-23-44-22,L5,open,FALSE,
1989-07-14-23-11-29,L5,open,FALSE,
1990-11-22-23-03-54,L5,poorquality,TRUE,
1990-08-09-23-10-16,L5,open,FALSE,
1987-05-22-23-08-08,L5,open,FALSE,
1991-06-25-23-13-21,L5,open,FALSE,
2008-11-30-23-34-05,L5,open,FALSE,
1990-04-12-23-04-18,L5,open,FALSE,
1992-07-06-23-07-13,L5,poorquality,TRUE,
1997-05-08-23-18-26,L5,open,FALSE,
1992-05-03-23-08-18,L5,open,FALSE,
1991-10-24-23-08-13,L5,open,FALSE,
2009-01-10-23-29-03,L5,open,FALSE,
1998-10-27-23-22-59,L5,open,FALSE,
1994-12-19-22-58-01,L5,poorquality,TRUE,
2005-09-19-23-38-25,L5,open,FALSE,
2003-07-05-23-20-22,L5,open,FALSE,
1993-07-25-23-06-53,L5,poorquality,TRUE,
2004-08-08-23-26-56,L5,open,FALSE,
1996-12-08-23-06-02,L5,closed,FALSE,
1995-07-31-22-48-12,L5,closed,FALSE,
1993-02-22-23-12-15,L5,open,FALSE,
1996-09-03-23-01-13,L5,open,FALSE,
2004-08-31-23-33-44,L5,open,FALSE,
1997-11-25-23-18-23,L5,unclear,FALSE,
2004-07-30-23-32-57,L5,poorquality,TRUE,
1994-07-12-23-02-19,L5,open,FALSE,
1988-06-25-23-15-08,L5,poorquality,TRUE,
1991-03-21-23-11-50,L5,open,FALSE,
1988-10-06-23-20-56,L5,open,FALSE,
2009-06-03-23-32-36,L5,open,FALSE,
1994-08-13-23-01-52,L5,open,FALSE,
2009-02-18-23-36-15,L5,open,FALSE,
1995-11-04-22-44-01,L5,open,FALSE,
2010-10-19-23-40-12,L5,unclear,FALSE,
2009-03-06-23-36-39,L5,open,FALSE,
1991-10-24-23-08-37,L5,open,FALSE,
1988-08-12-23-15-13,L5,open,FALSE,
1988-03-28-23-20-19,L5,open,FALSE,
1991-12-18-23-14-37,L5,open,FALSE,
2007-01-05-23-39-21,L5,open,FALSE,
1992-05-26-23-13-52,L5,open,FALSE,
1999-08-18-23-27-50,L5,open,FALSE,
2010-04-19-23-34-59,L5,open,FALSE,
2010-12-31-23-34-01,L5,open,FALSE,
2005-08-27-23-32-13,L5,poorquality,TRUE,
1997-07-20-23-14-46,L5,open,FALSE,
1996-01-14-22-53-33,L5,open,FALSE,
1993-07-09-23-06-31,L5,poorquality,TRUE,
1991-08-28-23-13-57,L5,open,FALSE,
2004-04-02-23-23-24,L5,open,FALSE,
2006-05-26-23-36-23,L5,open,FALSE,
2007-10-04-23-37-25,L5,open,FALSE,
1993-01-14-23-06-09,L5,open,FALSE,
1990-07-01-23-04-16,L5,poorquality,TRUE,
1994-09-14-23-01-05,L5,open,FALSE,
1997-08-21-23-16-13,L5,unclear,FALSE,
2005-01-31-23-30-26,L5,open,FALSE,
1988-04-22-23-14-16,L5,open,FALSE,
2004-09-25-23-28-12,L5,open,FALSE,
1988-06-16-23-20-53,L5,poorquality,TRUE,
1997-08-12-23-21-43,L5,unclear,FALSE,
1998-06-28-23-28-20,L5,open,FALSE,
1990-10-28-23-09-46,L5,open,FALSE,
1999-05-30-23-28-24,L5,open,FALSE,
1997-07-04-23-14-13,L5,poorquality,TRUE,
2004-10-27-23-29-16,L5,open,FALSE,
1996-12-15-23-12-33,L5,open,FALSE,
2004-05-20-23-24-49,L5,closed,FALSE,
1998-07-07-23-22-17,L5,open,FALSE,
2004-04-25-23-30-16,L5,open,FALSE,
1995-05-19-22-57-42,L5,poorquality,TRUE,
1997-03-14-23-10-16,L5,open,FALSE,
2009-04-07-23-37-21,L5,open,FALSE,
1994-07-28-23-01-52,L5,open,FALSE,
1988-10-22-23-20-50,L5,open,FALSE,
2008-02-09-23-34-47,L5,open,FALSE,
1994-07-28-23-02-16,L5,poorquality,TRUE,
2007-02-22-23-39-05,L5,open,FALSE,
2006-06-27-23-36-53,L5,open,FALSE,
2008-03-03-23-40-33,L5,open,FALSE,
2006-04-08-23-36-05,L5,open,FALSE,
1994-11-01-22-59-33,L5,open,FALSE,
2008-12-25-23-28-39,L5,open,FALSE,
1996-08-02-22-59-53,L5,poorquality,TRUE,
1997-10-24-23-17-37,L5,open,FALSE,
2008-11-23-23-28-05,L5,open,FALSE,
1998-08-24-23-22-42,L5,poorquality,TRUE,
2005-09-28-23-32-37,L5,open,FALSE,
1992-09-08-23-06-19,L5,open,FALSE,
1996-07-01-22-57-48,L5,open,FALSE,
2003-10-09-23-21-56,L5,open,FALSE,
1994-07-12-23-02-43,L5,open,FALSE,
1991-09-06-23-08-20,L5,open,FALSE,
2004-06-21-23-26-09,L5,open,FALSE,
2011-03-12-23-40-12,L5,closed,FALSE,
1998-02-04-23-26-13,L5,closed,FALSE,
1999-04-21-23-22-51,L5,open,FALSE,
1988-08-28-23-15-18,L5,open,FALSE,
1997-12-11-23-19-12,L5,unclear,FALSE,
2005-04-05-23-31-12,L5,open,FALSE,
1993-02-15-23-06-04,L5,open,FALSE,
1988-03-21-23-14-05,L5,open,FALSE,
1994-10-07-23-06-11,L5,open,FALSE,
1999-08-11-23-21-45,L5,open,FALSE,
2004-06-05-23-25-42,L5,open,FALSE,
2009-10-16-23-40-24,L5,poorquality,TRUE,
1994-03-22-23-04-36,L5,open,FALSE,
2007-05-29-23-38-26,L5,open,FALSE,
2011-04-13-23-40-02,L5,open,FALSE,
2006-11-09-23-44-40,L5,open,FALSE,
2010-01-20-23-41-06,L5,open,FALSE,
1988-07-27-23-15-14,L5,open,FALSE,
2005-07-26-23-31-59,L5,open,FALSE,
2007-03-10-23-39-27,L5,open,FALSE,
2006-11-18-23-38-58,L5,open,FALSE,
2005-05-07-23-31-22,L5,open,FALSE,
2006-06-27-23-37-17,L5,open,FALSE,
1999-09-12-23-21-18,L5,open,FALSE,
2006-07-29-23-37-44,L5,open,FALSE,
1996-05-14-22-55-35,L5,closed,FALSE,
1998-09-16-23-29-04,L5,open,FALSE,
2006-07-04-23-43-10,L5,open,FALSE,
1997-08-05-23-15-42,L5,open,FALSE,
1994-06-01-23-09-30,L5,poorquality,TRUE,
2007-09-09-23-43-26,L5,open,FALSE,
1988-12-18-23-14-51,L5,open,FALSE,
1994-04-23-23-04-26,L5,open,FALSE,
2009-08-29-23-39-49,L5,open,FALSE,
1999-01-06-23-29-21,L5,open,FALSE,
2009-07-28-23-39-21,L5,open,FALSE,
1998-04-18-23-21-09,L5,closed,FALSE,
2009-09-23-23-34-22,L5,open,FALSE,
1998-04-02-23-20-56,L5,poorquality,TRUE,
1992-08-07-23-06-48,L5,open,FALSE,
2004-06-21-23-25-45,L5,open,FALSE,
2004-06-28-23-32-09,L5,open,FALSE,
1994-11-01-22-59-09,L5,open,FALSE,
1997-08-28-23-22-12,L5,closed,FALSE,
1995-01-11-23-03-00,L5,open,FALSE,
1993-06-30-23-12-42,L5,open,FALSE,
2004-12-30-23-30-02,L5,open,FALSE,
1995-06-29-22-50-02,L5,open,FALSE,
2008-03-19-23-40-13,L5,open,FALSE,
2004-09-16-23-34-10,L5,open,FALSE,
1993-06-23-23-06-35,L5,open,FALSE,
1998-09-25-23-23-20,L5,poorquality,TRUE,
1987-10-04-23-17-34,L5,open,FALSE,
2008-12-25-23-29-03,L5,open,FALSE,
2005-01-31-23-30-50,L5,open,FALSE,
1994-08-04-23-07-51,L5,open,FALSE,
1992-06-11-23-13-42,L5,open,FALSE,
2006-04-15-23-41-59,L5,open,FALSE,
1988-06-25-23-14-44,L5,open,FALSE,
2006-02-10-23-40-44,L5,open,FALSE,
1997-04-06-23-17-19,L5,open,FALSE,
1988-09-04-23-21-05,L5,open,FALSE,
1993-10-04-23-12-34,L5,open,FALSE,
1991-11-16-23-14-30,L5,open,FALSE,
2009-04-16-23-31-20,L5,open,FALSE,
2004-08-24-23-27-23,L5,open,FALSE,
2007-05-29-23-38-50,L5,open,FALSE,
1999-06-24-23-22-22,L5,open,FALSE,
2007-05-04-23-44-56,L5,open,FALSE,
1991-07-27-23-13-46,L5,open,FALSE,
1996-07-17-22-59-02,L5,poorquality,TRUE,
1992-05-19-23-07-45,L5,open,FALSE,
2007-01-05-23-38-57,L5,open,FALSE,
1994-09-30-23-00-13,L5,open,FALSE,
2011-09-20-23-38-42,L5,open,FALSE,
1993-02-15-23-06-28,L5,open,FALSE,
1988-09-29-23-15-09,L5,open,FALSE,
1993-08-10-23-06-54,L5,open,FALSE,
1996-11-13-23-11-01,L5,poorquality,TRUE,
1998-01-12-23-19-33,L5,closed,FALSE,
1994-10-16-22-59-43,L5,open,FALSE,
1995-07-15-22-49-18,L5,open,FALSE,
1995-08-16-22-47-52,L5,poorquality,TRUE,
2009-05-02-23-32-02,L5,open,FALSE,
1995-02-21-22-55-35,L5,open,FALSE,
2008-10-06-23-28-52,L5,open,FALSE,
1990-03-11-23-05-10,L5,open,FALSE,
1988-08-03-23-21-01,L5,open,FALSE,
1992-11-02-23-11-34,L5,open,FALSE,
1995-04-17-22-59-08,L5,open,FALSE,
1993-08-01-23-12-40,L5,open,FALSE,
1998-04-02-23-21-20,L5,closed,FALSE,
2007-02-22-23-39-29,L5,open,FALSE,
2003-07-28-23-26-57,L5,open,FALSE,
1995-06-29-22-49-38,L5,poorquality,TRUE,
2003-10-09-23-22-20,L5,open,FALSE,
1994-04-30-23-10-05,L5,open,FALSE,
1988-11-23-23-20-53,L5,open,FALSE,
2007-07-16-23-38-09,L5,open,FALSE,
1989-03-15-23-19-32,L5,poorquality,TRUE,
2005-04-21-23-31-16,L5,open,FALSE,
2004-07-07-23-26-38,L5,poorquality,TRUE,
2010-09-10-23-34-20,L5,open,FALSE,
1991-11-09-23-08-43,L5,open,FALSE,
2007-05-20-23-44-45,L5,open,FALSE,
1998-04-25-23-27-25,L5,closed,FALSE,
2010-03-25-23-41-14,L5,open,FALSE,
2010-04-19-23-35-23,L5,open,FALSE,
2011-09-13-23-32-38,L5,open,FALSE,
1994-06-17-23-09-09,L5,poorquality,TRUE,
1990-09-19-23-03-53,L5,open,FALSE,
1994-07-19-23-08-18,L5,open,FALSE,
1993-06-07-23-07-04,L5,open,FALSE,
1992-06-04-23-08-01,L5,open,FALSE,
1989-09-16-23-09-56,L5,open,FALSE,
1995-02-21-22-55-11,L5,open,FALSE,
1991-04-15-23-06-03,L5,open,FALSE,
1994-09-21-23-06-40,L5,open,FALSE,
1997-11-09-23-18-01,L5,poorquality,TRUE,
2005-05-14-23-37-35,L5,open,FALSE,
1990-11-22-23-03-30,L5,open,FALSE,
2005-02-07-23-36-44,L5,poorquality,TRUE,
1988-01-24-23-19-32,L5,open,FALSE,
1993-08-17-23-12-41,L5,open,FALSE,
2009-07-12-23-39-06,L5,open,FALSE,
1989-01-19-23-14-06,L5,open,FALSE,
2007-08-01-23-38-01,L5,open,FALSE,
2005-09-12-23-32-39,L5,open,FALSE,
1992-01-12-23-08-22,L5,open,FALSE,
1988-08-28-23-14-54,L5,open,FALSE,
1996-10-28-23-10-16,L5,open,FALSE,
2009-09-23-23-33-58,L5,open,FALSE,
1993-11-30-23-06-00,L5,open,FALSE,
1987-11-14-23-12-35,L5,open,FALSE,
1990-09-03-23-03-57,L5,open,FALSE,
1994-01-17-23-05-51,L5,open,FALSE,
1989-04-25-23-12-57,L5,open,FALSE,
1991-12-02-23-14-44,L5,open,FALSE,
1996-12-08-23-06-26,L5,closed,FALSE,
1996-08-25-23-06-53,L5,closed,FALSE,
1999-07-01-23-28-05,L5,open,FALSE,
1989-01-19-23-14-30,L5,open,FALSE,
1991-08-05-23-07-37,L5,poorquality,TRUE,
1988-06-09-23-14-39,L5,open,FALSE,
1993-07-25-23-06-29,L5,open,FALSE,
2009-06-26-23-38-49,L5,open,FALSE,
1991-09-22-23-08-28,L5,open,FALSE,
2008-02-09-23-35-11,L5,open,FALSE,
1990-08-25-23-10-11,L5,open,FALSE,
2003-07-12-23-26-40,L5,open,FALSE,
2009-01-10-23-29-27,L5,open,FALSE,
1989-05-27-23-12-28,L5,open,FALSE,
1990-09-03-23-04-21,L5,open,FALSE,
2006-11-18-23-38-34,L5,open,FALSE,
2009-12-12-23-34-43,L5,open,FALSE,
1996-08-02-22-59-29,L5,unclear,FALSE,
2004-07-14-23-32-36,L5,open,FALSE,
1989-02-20-23-14-27,L5,open,FALSE,
2010-09-10-23-34-44,L5,open,FALSE,
2009-11-26-23-34-57,L5,open,FALSE,
1989-10-02-23-10-11,L5,open,FALSE,
1990-04-12-23-04-42,L5,open,FALSE,
1998-05-11-23-27-41,L5,closed,FALSE,
1994-03-22-23-05-00,L5,open,FALSE,
1992-01-12-23-08-46,L5,open,FALSE,
2011-09-13-23-33-02,L5,open,FALSE,
2004-08-15-23-33-18,L5,open,FALSE,
1996-10-12-23-09-29,L5,open,FALSE,
2003-12-12-23-22-39,L5,open,FALSE,
1988-03-21-23-14-29,L5,poorquality,TRUE,
1988-11-07-23-20-53,L5,poorquality,TRUE,
1995-03-09-22-54-57,L5,poorquality,TRUE,
1987-05-22-23-08-32,L5,open,FALSE,
1992-07-22-23-07-24,L5,open,FALSE,
1992-08-07-23-07-12,L5,open,FALSE,
1997-07-20-23-15-10,L5,open,FALSE,
1988-03-12-23-20-12,L5,open,FALSE,
2004-10-11-23-28-56,L5,open,FALSE,
1990-09-19-23-04-17,L5,open,FALSE,
2010-04-10-23-41-12,L5,open,FALSE,
2004-05-20-23-25-13,L5,open,FALSE,
1998-07-14-23-28-32,L5,open,FALSE,
2007-09-18-23-37-11,L5,open,FALSE,
1998-01-12-23-19-57,L5,closed,FALSE,
1997-11-25-23-18-47,L5,unclear,FALSE,
1992-06-20-23-07-48,L5,poorquality,TRUE,
2006-06-11-23-37-02,L5,open,FALSE,
2003-12-12-23-23-03,L5,open,FALSE,
1994-01-24-23-11-34,L5,open,FALSE,
1990-06-06-23-10-28,L5,open,FALSE,
1991-08-05-23-08-01,L5,poorquality,TRUE,
1995-10-10-22-50-54,L5,open,FALSE,
1996-03-11-22-51-39,L5,unclear,FALSE,
2009-01-17-23-35-25,L5,open,FALSE,
1988-06-09-23-15-03,L5,open,FALSE,
1992-06-04-23-07-37,L5,open,FALSE,
2010-12-31-23-34-25,L5,open,FALSE,
2004-09-09-23-28-13,L5,open,FALSE,
2009-06-03-23-32-12,L5,open,FALSE,
2005-03-11-23-37-13,L5,open,FALSE,
1996-11-29-23-11-47,L5,closed,FALSE,
1989-10-09-23-15-43,L5,poorquality,TRUE,
1988-01-08-23-19-14,L5,open,FALSE,
1989-10-18-23-09-03,L5,open,FALSE,
1994-01-17-23-05-27,L5,open,FALSE,
1996-03-02-22-56-51,L5,unclear,FALSE,
1993-07-16-23-12-41,L5,open,FALSE,
2006-06-11-23-36-38,L5,open,FALSE,
1993-06-07-23-06-40,L5,open,FALSE,
1996-07-01-22-58-12,L5,poorquality,TRUE,
2004-11-28-23-29-52,L5,open,FALSE,
1989-07-30-23-11-11,L5,open,FALSE,
2009-03-15-23-30-40,L5,open,FALSE,
1987-11-21-23-18-29,L5,open,FALSE,
1997-10-08-23-17-35,L5,poorquality,TRUE,
2004-12-14-23-30-11,L5,open,FALSE,
2009-11-26-23-34-33,L5,open,FALSE,
1998-06-05-23-21-53,L5,open,FALSE,
2009-09-07-23-34-10,L5,open,FALSE,
2010-12-22-23-40-10,L5,open,FALSE,
1993-02-06-23-12-11,L5,open,FALSE,
1994-04-07-23-04-19,L5,open,FALSE,
1995-03-09-22-54-33,L5,poorquality,TRUE,
1993-11-21-23-12-12,L5,open,FALSE,
1996-04-19-22-59-53,L5,unclear,FALSE,
1993-03-26-23-12-27,L5,open,FALSE,
1992-07-13-23-13-19,L5,open,FALSE,
1995-04-01-22-59-48,L5,open,FALSE,
1998-12-21-23-29-20,L5,poorquality,TRUE,
2004-08-08-23-27-19,L5,open,FALSE,
1996-05-30-22-56-05,L5,poorquality,TRUE,
1995-08-16-22-47-28,L5,closed,FALSE,
1988-04-22-23-14-40,L5,open,FALSE,
2006-09-22-23-44-12,L5,open,FALSE,
2009-09-07-23-33-46,L5,open,FALSE,
1991-11-09-23-08-19,L5,open,FALSE,
1988-04-13-23-20-23,L5,open,FALSE,
2006-05-26-23-36-47,L5,open,FALSE,
1989-05-27-23-12-52,L5,poorquality,TRUE,
2005-04-05-23-31-36,L5,open,FALSE,
1989-01-10-23-20-31,L5,open,FALSE,
1989-02-20-23-14-03,L5,open,FALSE,
1992-05-19-23-08-09,L5,open,FALSE,
1999-09-28-23-21-00,L5,open,FALSE,
1998-04-18-23-21-33,L5,poorquality,TRUE,
2006-12-04-23-38-42,L5,open,FALSE,
1992-09-08-23-06-43,L5,open,FALSE,
1987-09-18-23-17-14,L5,open,FALSE,
1998-06-05-23-22-17,L5,open,FALSE,
2004-12-14-23-29-47,L5,open,FALSE,
2005-04-21-23-31-39,L5,open,FALSE,
1993-01-14-23-05-45,L5,open,FALSE,
2007-01-12-23-45-10,L5,open,FALSE,
2007-08-01-23-37-37,L5,open,FALSE,
2010-02-21-23-41-13,L5,open,FALSE,
1999-06-24-23-21-58,L5,open,FALSE,
1996-09-10-23-07-47,L5,open,FALSE,
1997-06-09-23-19-33,L5,open,FALSE,
1996-07-17-22-58-38,L5,unclear,FALSE,
2006-08-30-23-37-44,L5,open,FALSE,
2005-07-10-23-31-48,L5,open,FALSE,
1999-02-16-23-23-46,L5,open,FALSE,
1987-09-02-23-16-50,L5,open,FALSE,
1992-07-22-23-07-00,L5,open,FALSE,
2005-05-30-23-37-44,L5,open,FALSE,
1994-09-30-23-00-37,L5,open,FALSE,
2009-03-15-23-31-04,L5,open,FALSE,
2007-03-10-23-39-03,L5,open,FALSE,
2007-09-18-23-37-35,L5,open,FALSE,
1994-10-16-23-00-07,L5,open,FALSE,
1995-08-07-22-54-04,L5,open,FALSE,
1989-06-12-23-12-05,L5,unclear,FALSE,
1989-10-18-23-09-27,L5,open,FALSE,
1996-03-18-22-57-53,L5,open,FALSE,
1994-10-23-23-05-39,L5,open,FALSE,
1993-06-23-23-06-59,L5,open,FALSE,
1994-04-23-23-04-02,L5,open,FALSE,
1993-03-19-23-06-40,L5,open,FALSE,
2006-07-29-23-37-20,L5,open,FALSE,
1993-11-05-23-12-20,L5,open,FALSE,
1995-07-15-22-48-54,L5,poorquality,TRUE,
1995-07-31-22-48-36,L5,closed,FALSE,
2005-05-07-23-31-46,L5,open,FALSE,
2005-07-10-23-32-12,L5,poorquality,TRUE,
1992-04-24-23-14-08,L5,open,FALSE,
1994-12-10-23-04-05,L5,open,FALSE,
2010-11-20-23-40-06,L5,closed,FALSE,
1998-10-11-23-22-56,L5,open,FALSE,
1990-07-01-23-04-40,L5,poorquality,TRUE,
2006-05-01-23-42-14,L5,open,FALSE,
1993-03-19-23-06-16,L5,open,FALSE,
2005-07-26-23-32-23,L5,open,FALSE,
2005-09-12-23-32-15,L5,open,FALSE,
1988-09-29-23-14-45,L5,open,FALSE,
1993-06-14-23-12-49,L5,open,FALSE,
2007-05-13-23-38-39,L5,open,FALSE,
1996-03-11-22-51-15,L5,unclear,FALSE,
1992-07-06-23-07-37,L5,open,FALSE,
1999-09-12-23-20-54,L5,open,FALSE,
1988-07-27-23-14-50,L5,open,FALSE,
1992-01-19-23-14-33,L5,open,FALSE,
2005-08-27-23-32-37,L5,open,FALSE,
2007-05-13-23-39-03,L5,open,FALSE,
2004-09-09-23-27-49,L5,open,FALSE,
1988-02-25-23-20-02,L5,open,FALSE,
1997-03-14-23-10-40,L5,open,FALSE,
1999-02-16-23-23-22,L5,open,FALSE,
2000-03-30-23-37-02,L7,open,FALSE,
2003-04-08-23-33-16,L7,open,FALSE,
2002-07-17-23-38-37,L7,open,FALSE,
2002-10-05-23-38-00,L7,open,FALSE,
1999-08-03-23-37-01,L7,open,FALSE,
2000-10-15-23-40-25,L7,open,FALSE,
2002-05-07-23-33-20,L7,open,FALSE,
2001-03-17-23-34-45,L7,open,FALSE,
2001-04-18-23-34-14,L7,open,FALSE,
2002-09-12-23-32-00,L7,open,FALSE,
2000-09-29-23-40-44,L7,open,FALSE,
1999-08-19-23-36-58,L7,open,FALSE,
2000-06-02-23-36-24,L7,open,FALSE,
2001-06-21-23-33-58,L7,open,FALSE,
1999-08-19-23-37-21,L7,open,FALSE,
2000-05-17-23-36-36,L7,open,FALSE,
2000-08-28-23-41-13,L7,open,FALSE,
2002-07-10-23-32-30,L7,open,FALSE,
2002-08-27-23-32-05,L7,open,FALSE,
2000-02-02-23-43-04,L7,open,FALSE,
2000-11-25-23-34-52,L7,open,FALSE,
2001-08-08-23-33-05,L7,open,FALSE,
2002-09-03-23-38-17,L7,open,FALSE,
2001-10-11-23-32-15,L7,poorquality,TRUE,
2001-11-28-23-32-40,L7,open,FALSE,
2001-05-20-23-34-21,L7,open,FALSE,
2001-06-21-23-33-34,L7,open,FALSE,
2000-05-08-23-42-26,L7,open,FALSE,
2001-05-20-23-33-57,L7,open,FALSE,
2002-05-30-23-38-54,L7,open,FALSE,
2003-05-10-23-33-15,L7,open,FALSE,
2000-06-18-23-36-20,L7,open,FALSE,
2001-10-02-23-38-33,L7,poorquality,TRUE,
2003-04-08-23-32-52,L7,open,FALSE,
1999-08-03-23-37-25,L7,open,FALSE,
2002-06-08-23-32-41,L7,open,FALSE,
2002-09-28-23-31-51,L7,open,FALSE,
2002-04-05-23-32-54,L7,poorquality,TRUE,
2002-08-18-23-38-26,L7,open,FALSE,
2000-04-06-23-42-43,L7,open,FALSE,
2001-05-27-23-40-05,L7,open,FALSE,
2003-04-15-23-39-03,L7,open,FALSE,
2001-10-11-23-32-39,L7,open,FALSE,
2001-06-28-23-39-38,L7,poorquality,TRUE,
2001-04-18-23-34-37,L7,open,FALSE,
2001-07-30-23-39-27,L7,open,FALSE,
1999-07-18-23-37-18,L7,open,FALSE,
2001-08-24-23-32-53,L7,open,FALSE,
1999-08-10-23-43-11,L7,open,FALSE,
2001-12-30-23-32-42,L7,poorquality,TRUE,
2000-05-17-23-36-12,L7,open,FALSE,
2003-01-25-23-38-47,L7,poorquality,TRUE,
2003-03-23-23-32-45,L7,open,FALSE,
2002-08-27-23-32-29,L7,open,FALSE,
2000-03-30-23-36-38,L7,open,FALSE,
2000-07-27-23-41-29,L7,open,FALSE,
2001-11-28-23-33-04,L7,open,FALSE,
2001-03-17-23-34-21,L7,open,FALSE,
1999-07-18-23-36-54,L7,open,FALSE,
2001-06-05-23-34-09,L7,poorquality,TRUE,
2002-05-07-23-32-56,L7,open,FALSE,
2003-05-10-23-32-51,L7,open,FALSE,
2002-07-01-23-38-44,L7,open,FALSE,
2001-06-05-23-33-45,L7,poorquality,TRUE,
2000-12-02-23-40-38,L7,open,FALSE,
2000-12-11-23-34-30,L7,open,FALSE,
