,satname,Entrance_state,skip image,
2019-06-30-02-07-05,S2,closed,FALSE,
2019-07-15-02-07-10,S2,closed,FALSE,
2020-01-31-02-06-53,S2,poorquality,TRUE,
2019-02-15-02-07-01,S2,poorquality,TRUE,
2018-07-30-02-01-34,S2,closed,FALSE,
2018-04-21-02-03-07,S2,closed,FALSE,
2017-03-12-02-03-53,S2,closed,FALSE,
2018-07-15-02-02-59,S2,closed,FALSE,
2018-05-21-02-01-10,S2,closed,FALSE,
2019-07-30-02-07-05,S2,closed,FALSE,
2020-05-10-02-06-59,S2,closed,FALSE,
2020-01-11-02-06-55,S2,closed,FALSE,
2018-10-18-02-05-22,S2,closed,FALSE,
2018-10-08-02-00-50,S2,closed,FALSE,
2019-05-21-02-07-04,S2,closed,FALSE,
2020-06-19-02-07-03,S2,closed,FALSE,
2017-09-08-02-06-17,S2,closed,FALSE,
2020-06-14-02-07-07,S2,closed,FALSE,
2020-04-15-02-07-00,S2,closed,FALSE,
2020-02-20-02-06-57,S2,closed,FALSE,
2019-06-05-02-07-09,S2,closed,FALSE,
2019-11-17-02-07-02,S2,closed,FALSE,
2020-06-29-02-07-03,S2,closed,FALSE,
2019-07-20-02-07-06,S2,closed,FALSE,
2017-04-01-02-04-45,S2,closed,FALSE,
2020-06-04-02-07-07,S2,closed,FALSE,
2019-01-16-02-07-00,S2,closed,FALSE,
2019-08-19-02-07-03,S2,closed,FALSE,
2018-06-10-02-03-45,S2,closed,FALSE,
2019-06-15-02-07-08,S2,closed,FALSE,
2019-01-11-02-06-56,S2,closed,FALSE,
2019-03-02-02-06-56,S2,closed,FALSE,
2019-06-10-02-07-03,S2,closed,FALSE,
2018-09-03-02-02-51,S2,closed,FALSE,
2018-03-12-02-05-28,S2,closed,FALSE,
2019-01-26-02-07-01,S2,poorquality,TRUE,
2019-09-28-02-07-02,S2,poorquality,TRUE,
2017-07-25-02-04-58,S2,closed,FALSE,
2017-09-03-02-06-30,S2,closed,FALSE,
2020-05-05-02-07-04,S2,closed,FALSE,
2020-02-05-02-06-52,S2,closed,FALSE,
2018-08-14-02-03-08,S2,closed,FALSE,
2016-01-07-02-07-54,S2,closed,FALSE,
2018-05-11-02-02-38,S2,closed,FALSE,
2002-05-04-01-36-34,L7,poorquality,TRUE,
2001-09-06-01-36-18,L7,closed,FALSE,
2003-01-22-01-41-59,L7,poorquality,TRUE,
2002-05-27-01-42-08,L7,poorquality,TRUE,
2003-05-23-01-36-24,L7,poorquality,TRUE,
2003-03-11-01-42-14,L7,poorquality,TRUE,
2002-08-31-01-41-53,L7,closed,FALSE,
2002-01-03-01-42-07,L7,poorquality,TRUE,
2000-03-18-01-46-29,L7,poorquality,TRUE,
2001-05-08-01-43-31,L7,closed,FALSE,
1999-08-07-01-46-48,L7,unclear,FALSE,
2000-02-24-01-40-20,L7,poorquality,TRUE,
2001-08-28-01-42-14,L7,closed,FALSE,
2001-04-22-01-43-59,L7,poorquality,TRUE,
2000-06-15-01-39-34,L7,closed,FALSE,
2000-10-28-01-44-13,L7,poorquality,TRUE,
2000-12-15-01-44-18,L7,poorquality,TRUE,
2001-06-02-01-37-26,L7,closed,FALSE,
2000-05-05-01-45-43,L7,closed,FALSE,
2002-10-27-01-35-30,L7,closed,FALSE,
2002-10-18-01-41-15,L7,poorquality,TRUE,
2001-04-15-01-37-50,L7,poorquality,TRUE,
2002-03-08-01-42-49,L7,poorquality,TRUE,
2001-05-08-01-43-55,L7,closed,FALSE,
2000-05-30-01-39-39,L7,poorquality,TRUE,
2000-10-28-01-43-49,L7,poorquality,TRUE,
2002-06-12-01-42-01,L7,closed,FALSE,
1999-08-23-01-46-47,L7,closed,FALSE,
2001-09-13-01-42-03,L7,closed,FALSE,
1999-07-15-01-40-31,L7,closed,FALSE,
2001-10-08-01-35-58,L7,poorquality,TRUE,
2000-05-05-01-46-07,L7,poorquality,TRUE,
2003-04-28-01-42-39,L7,closed,FALSE,
2001-08-21-01-36-31,L7,poorquality,TRUE,
2001-03-14-01-38-01,L7,poorquality,TRUE,
2000-11-13-01-44-14,L7,poorquality,TRUE,
2000-12-15-01-43-54,L7,poorquality,TRUE,
2000-01-30-01-46-42,L7,poorquality,TRUE,
2003-01-22-01-42-23,L7,poorquality,TRUE,
2000-06-06-01-45-44,L7,closed,FALSE,
2000-03-18-01-46-05,L7,poorquality,TRUE,
2001-08-28-01-42-38,L7,poorquality,TRUE,
1999-07-22-01-46-17,L7,closed,FALSE,
2000-08-25-01-44-28,L7,closed,FALSE,
2003-03-20-01-36-24,L7,poorquality,TRUE,
2000-03-27-01-40-17,L7,unclear,FALSE,past this one
2002-04-25-01-42-16,L7,poorquality,TRUE,
2002-06-12-01-42-25,L7,unclear,FALSE,
2002-04-25-01-42-40,L7,closed,FALSE,
1999-07-22-01-46-41,L7,closed,FALSE,
2001-12-27-01-36-23,L7,poorquality,TRUE,
2002-08-24-01-35-47,L7,closed,FALSE,
2002-03-08-01-42-25,L7,poorquality,TRUE,
2002-06-28-01-41-56,L7,closed,FALSE,
1999-07-06-01-46-15,L7,closed,FALSE,
1999-08-23-01-46-23,L7,closed,FALSE,
2000-01-30-01-46-18,L7,open,FALSE,
1999-08-07-01-46-24,L7,unclear,FALSE,
2001-08-12-01-42-48,L7,closed,FALSE,
2002-06-28-01-42-20,L7,closed,FALSE,
2003-03-11-01-42-38,L7,poorquality,TRUE,
2002-02-04-01-42-44,L7,poorquality,TRUE,
2003-01-15-01-36-09,L7,poorquality,TRUE,
2001-08-12-01-42-24,L7,closed,FALSE,
2002-08-31-01-41-29,L7,closed,FALSE,
2003-04-28-01-42-15,L7,closed,FALSE,
2000-11-13-01-43-50,L7,poorquality,TRUE,
2000-08-25-01-44-52,L7,closed,FALSE,
1999-07-06-01-46-39,L7,closed,FALSE,
2015-10-07-01-47-44,L8,poorquality,TRUE,
2014-07-07-01-53-44,L8,closed,FALSE,
2014-04-27-01-47-32,L8,closed,FALSE,
2013-08-21-01-55-56,L8,closed,FALSE,
2020-04-02-01-53-11,L8,closed,FALSE,
2016-01-11-01-47-47,L8,poorquality,TRUE,
2017-08-16-01-53-33,L8,closed,FALSE,
2020-04-18-01-53-28,L8,closed,FALSE,
2018-07-11-01-46-51,L8,poorquality,TRUE,
2019-03-31-01-53-26,L8,closed,FALSE,
2018-05-15-01-52-55,L8,closed,FALSE,
2018-01-07-01-53-37,L8,poorquality,TRUE,
2019-01-10-01-53-21,L8,poorquality,TRUE,
2013-10-17-01-49-34,L8,poorquality,TRUE,
2017-08-16-01-53-57,L8,closed,FALSE,
2014-04-11-01-47-47,L8,poorquality,TRUE,
2019-09-07-01-53-43,L8,poorquality,TRUE,
2017-06-13-01-53-35,L8,closed,FALSE,
2020-06-21-01-53-12,L8,closed,FALSE,
2019-03-15-01-53-05,L8,poorquality,TRUE,
2019-11-10-01-53-52,L8,poorquality,TRUE,
2017-09-26-01-47-55,L8,closed,FALSE,
2014-06-21-01-53-37,L8,unclear,FALSE,
2013-08-21-01-55-32,L8,closed,FALSE,
2015-05-23-01-52-57,L8,closed,FALSE,
2018-04-29-01-53-05,L8,poorquality,TRUE,
2019-11-26-01-53-49,L8,poorquality,TRUE,
2019-09-07-01-54-07,L8,poorquality,TRUE,
2015-08-20-01-47-28,L8,closed,FALSE,
2017-08-25-01-47-48,L8,closed,FALSE,
2017-10-12-01-48-00,L8,poorquality,TRUE,
2014-01-12-01-55-07,L8,poorquality,TRUE,
2016-05-09-01-53-28,L8,closed,FALSE,
2017-04-03-01-47-17,L8,poorquality,TRUE,
2013-11-25-01-55-06,L8,poorquality,TRUE,
2015-02-16-01-53-42,L8,poorquality,TRUE,
2017-07-24-01-47-37,L8,closed,FALSE,
2014-03-01-01-54-08,L8,poorquality,TRUE,
2015-08-27-01-53-41,L8,closed,FALSE,
2018-01-07-01-54-01,L8,poorquality,TRUE,
2015-11-15-01-54-01,L8,poorquality,TRUE,
2014-06-05-01-53-32,L8,closed,FALSE,
2020-06-14-01-47-21,L8,poorquality,TRUE,
2018-05-15-01-52-31,L8,closed,FALSE,
2017-04-26-01-53-14,L8,closed,FALSE,
2015-09-28-01-53-30,L8,poorquality,TRUE,
2013-09-06-01-55-56,L8,closed,FALSE,
2015-05-07-01-53-01,L8,poorquality,TRUE,
2019-08-31-01-47-55,L8,poorquality,TRUE,
2016-06-26-01-53-42,L8,closed,FALSE,
2015-09-28-01-53-54,L8,poorquality,TRUE,
2015-12-26-01-47-51,L8,poorquality,TRUE,
2013-07-13-01-49-42,L8,closed,FALSE,
2020-06-21-01-53-36,L8,closed,FALSE,
2015-08-27-01-53-17,L8,closed,FALSE,
2019-03-15-01-53-29,L8,poorquality,TRUE,
2014-07-07-01-53-20,L8,closed,FALSE,
2019-08-22-01-53-40,L8,closed,FALSE,
2019-11-26-01-54-13,L8,poorquality,TRUE,
2020-01-06-01-47-55,L8,poorquality,TRUE,
2019-11-10-01-54-16,L8,closed,FALSE,
2014-03-01-01-54-32,L8,poorquality,TRUE,
2013-12-11-01-55-05,L8,poorquality,TRUE,
2019-07-30-01-47-45,L8,poorquality,TRUE,
2017-05-21-01-47-13,L8,closed,FALSE,
2017-01-04-01-53-42,L8,poorquality,TRUE,
2017-10-19-01-54-12,L8,poorquality,TRUE,
2014-06-21-01-53-13,L8,closed,FALSE,
2013-10-01-01-49-36,L8,poorquality,TRUE,
2017-09-17-01-53-37,L8,poorquality,TRUE,
2013-10-08-01-55-23,L8,poorquality,TRUE,
2017-01-04-01-54-06,L8,poorquality,TRUE,
2020-07-07-01-53-43,L8,closed,FALSE,
2018-09-20-01-53-32,L8,poorquality,TRUE,
2017-12-15-01-47-53,L8,poorquality,TRUE,
2015-11-15-01-53-37,L8,closed,FALSE,
2017-11-20-01-54-07,L8,poorquality,TRUE,
2020-05-13-01-47-07,L8,poorquality,TRUE,
2018-04-29-01-52-41,L8,poorquality,TRUE,
2019-08-22-01-54-04,L8,poorquality,TRUE,
2015-02-16-01-53-18,L8,poorquality,TRUE,
2017-04-10-01-53-00,L8,poorquality,TRUE,
2014-01-12-01-54-43,L8,poorquality,TRUE,
2016-09-30-01-54-08,L8,closed,FALSE,
2014-09-18-01-47-51,L8,closed,FALSE,
2017-06-29-01-53-16,L8,closed,FALSE,
2016-10-25-01-48-04,L8,poorquality,TRUE,
2019-06-03-01-53-14,L8,closed,FALSE,
2017-03-02-01-47-34,L8,poorquality,TRUE,
2013-11-09-01-55-14,L8,poorquality,TRUE,
2016-11-26-01-48-03,L8,poorquality,TRUE,
2016-11-10-01-48-02,L8,poorquality,TRUE,
2015-03-29-01-47-11,L8,poorquality,TRUE,
2018-03-21-01-47-15,L8,poorquality,TRUE,
2014-08-24-01-53-35,L8,closed,FALSE,
2019-12-28-01-53-44,L8,poorquality,TRUE,
2019-02-11-01-53-39,L8,poorquality,TRUE,
2016-06-26-01-53-18,L8,closed,FALSE,
2014-08-17-01-47-47,L8,closed,FALSE,
2019-03-31-01-53-03,L8,closed,FALSE,
2020-07-07-01-53-19,L8,closed,FALSE,
2019-01-10-01-53-45,L8,poorquality,TRUE,
2018-06-09-01-46-32,L8,poorquality,TRUE,
2016-03-31-01-47-22,L8,open,FALSE,
2018-08-19-01-53-22,L8,poorquality,TRUE,
2014-08-24-01-53-58,L8,closed,FALSE,
2016-05-09-01-53-04,L8,closed,FALSE,
2018-08-12-01-47-07,L8,poorquality,TRUE,
2017-09-17-01-54-01,L8,closed,FALSE,
2014-06-05-01-53-08,L8,closed,FALSE,
2013-12-27-01-54-56,L8,poorquality,TRUE,
2015-06-24-01-52-49,L8,closed,FALSE,
2013-11-09-01-55-38,L8,poorquality,TRUE,
2018-09-20-01-53-08,L8,poorquality,TRUE,
2019-06-19-01-53-21,L8,closed,FALSE,
2014-09-25-01-53-34,L8,poorquality,TRUE,
2013-08-14-01-49-43,L8,closed,FALSE,
2013-12-04-01-49-20,L8,closed,FALSE,
2015-05-07-01-52-37,L8,poorquality,TRUE,
2014-11-05-01-47-56,L8,poorquality,TRUE,
2019-12-28-01-54-08,L8,poorquality,TRUE,
2016-05-25-01-53-31,L8,closed,FALSE,
2016-04-23-01-53-01,L8,closed,FALSE,
2017-06-13-01-53-11,L8,closed,FALSE,
2013-11-25-01-55-30,L8,closed,FALSE,
2018-08-19-01-52-58,L8,closed,FALSE,
2018-12-25-01-53-46,L8,poorquality,TRUE,
2017-06-29-01-53-40,L8,closed,FALSE,
2016-05-25-01-53-07,L8,closed,FALSE,
2016-05-18-01-47-17,L8,closed,FALSE,
2016-09-07-01-47-56,L8,unclear,FALSE,
2016-07-05-01-47-36,L8,closed,FALSE,
2018-03-05-01-47-23,L8,poorquality,TRUE,
2018-06-25-01-46-43,L8,poorquality,TRUE,
2019-06-12-01-47-31,L8,closed,FALSE,
2019-06-03-01-53-38,L8,poorquality,TRUE,
2020-04-02-01-53-35,L8,poorquality,TRUE,
2017-11-20-01-53-43,L8,poorquality,TRUE,
2015-06-24-01-53-13,L8,closed,FALSE,
2016-04-23-01-53-25,L8,closed,FALSE,
2013-10-08-01-55-47,L8,poorquality,TRUE,
2013-12-27-01-55-20,L8,poorquality,TRUE,
2018-12-25-01-53-22,L8,poorquality,TRUE,
2019-04-09-01-47-13,L8,poorquality,TRUE,
2015-05-23-01-52-33,L8,closed,FALSE,
2020-04-18-01-53-04,L8,closed,FALSE,
2014-12-07-01-47-52,L8,poorquality,TRUE,
2014-02-22-01-48-29,L8,closed,FALSE,
2017-12-06-01-54-03,L8,closed,FALSE,
2019-09-16-01-48-00,L8,poorquality,TRUE,
2019-06-19-01-53-45,L8,closed,FALSE,
2017-06-06-01-47-22,L8,closed,FALSE,
2018-12-02-01-47-38,L8,poorquality,TRUE,
2013-12-11-01-55-29,L8,poorquality,TRUE,
2013-09-06-01-55-32,L8,poorquality,TRUE,
2019-10-02-01-48-04,L8,poorquality,TRUE,
2016-06-03-01-47-23,L8,closed,FALSE,
2017-04-26-01-52-50,L8,poorquality,TRUE,
2014-12-14-01-53-59,L8,poorquality,TRUE,
2017-05-05-01-47-01,L8,poorquality,TRUE,
2017-04-10-01-53-24,L8,poorquality,TRUE,
2005-08-15-01-41-31,L5,closed,FALSE,
1992-04-30-01-11-33,L5,closed,FALSE,
1992-09-12-01-16-03,L5,closed,FALSE,
1992-03-20-01-17-41,L5,closed,FALSE,
1994-04-11-01-14-02,L5,poorquality,TRUE,
1997-12-24-01-22-40,L5,poorquality,TRUE,
1996-06-19-01-06-31,L5,closed,FALSE,
2004-07-04-01-29-44,L5,closed,FALSE,
1996-09-07-01-11-10,L5,closed,FALSE,
1999-08-31-01-31-08,L5,closed,FALSE,
1995-02-09-01-05-30,L5,poorquality,TRUE,
1990-11-10-01-13-24,L5,poorquality,TRUE,
2005-11-12-01-36-01,L5,poorquality,TRUE,
1998-05-17-01-25-10,L5,poorquality,TRUE,
1995-10-23-00-53-50,L5,closed,FALSE,
2004-06-09-01-35-10,L5,closed,FALSE,
1991-08-09-01-17-01,L5,closed,FALSE,
1996-02-21-00-53-33,L5,poorquality,TRUE,
2005-07-14-01-41-14,L5,closed,FALSE,
2005-03-24-01-40-31,L5,poorquality,TRUE,
2004-10-15-01-38-24,L5,closed,FALSE,
1993-08-14-01-16-17,L5,closed,FALSE,
1990-07-21-01-13-33,L5,closed,FALSE,
1992-05-16-01-11-24,L5,closed,FALSE,
1994-12-23-01-07-18,L5,poorquality,TRUE,
1999-10-18-01-30-05,L5,poorquality,TRUE,
1986-09-21-01-08-05,L5,poorquality,TRUE,
2009-08-26-01-43-22,L5,closed,FALSE,
1996-04-16-01-03-15,L5,poorquality,TRUE,
1995-08-29-00-50-31,L5,poorquality,TRUE,
1999-01-03-01-32-35,L5,poorquality,TRUE,
1994-11-21-01-07-52,L5,poorquality,TRUE,
2005-09-25-01-35-50,L5,poorquality,TRUE,
2007-07-13-01-41-23,L5,closed,FALSE,
2006-08-18-01-46-57,L5,closed,FALSE,
1996-09-07-01-10-46,L5,closed,FALSE,
1991-03-27-01-09-17,L5,poorquality,TRUE,
1990-06-28-01-07-52,L5,closed,FALSE,
1997-07-08-01-23-43,L5,closed,FALSE,
2007-02-26-01-48-52,L5,closed,FALSE,
1988-02-22-01-23-36,L5,poorquality,TRUE,
1992-08-04-01-10-28,L5,poorquality,TRUE,
1993-06-27-01-16-21,L5,closed,FALSE,
1998-02-01-01-29-44,L5,poorquality,TRUE,
2003-11-07-01-25-46,L5,poorquality,TRUE,
1993-02-12-01-09-39,L5,poorquality,TRUE,
2004-06-25-01-35-14,L5,closed,FALSE,
1989-02-01-01-17-45,L5,poorquality,TRUE,
2006-05-14-01-46-00,L5,closed,FALSE,
2009-09-27-01-43-48,L5,closed,FALSE,
2004-03-21-01-33-01,L5,poorquality,TRUE,
2009-11-23-01-38-08,L5,poorquality,TRUE,
2006-08-27-01-41-17,L5,closed,FALSE,
2006-03-20-01-38-55,L5,poorquality,TRUE,
2007-05-10-01-42-18,L5,poorquality,TRUE,
2011-09-17-01-41-59,L5,closed,FALSE,
2009-11-14-01-43-51,L5,closed,FALSE,
1998-03-21-01-30-35,L5,closed,FALSE,
1995-10-16-00-48-02,L5,poorquality,TRUE,
2007-03-30-01-48-47,L5,poorquality,TRUE,
1988-10-12-01-18-17,L5,poorquality,TRUE,
1995-08-04-00-57-51,L5,closed,FALSE,
2009-05-06-01-41-04,L5,closed,FALSE,
1995-07-19-00-58-33,L5,closed,FALSE,
2009-03-19-01-40-08,L5,poorquality,TRUE,
1994-04-27-01-13-22,L5,closed,FALSE,
1992-08-27-01-15-52,L5,closed,FALSE,
2004-05-24-01-34-17,L5,closed,FALSE,
1989-08-03-01-20-53,L5,closed,FALSE,
1987-10-01-01-21-06,L5,closed,FALSE,
1996-02-12-00-58-43,L5,poorquality,TRUE,
2004-06-25-01-35-38,L5,closed,FALSE,
1992-07-10-01-16-33,L5,closed,FALSE,
1991-01-29-01-14-04,L5,poorquality,TRUE,
1993-11-02-01-15-58,L5,poorquality,TRUE,
2007-03-14-01-48-26,L5,poorquality,TRUE,
1992-06-08-01-16-58,L5,closed,FALSE,
1990-07-14-01-07-50,L5,poorquality,TRUE,
2007-08-05-01-46-59,L5,closed,FALSE,
1992-05-07-01-17-38,L5,closed,FALSE,
1999-09-25-01-24-13,L5,closed,FALSE,
1994-01-30-01-08-57,L5,poorquality,TRUE,
1992-02-26-01-11-55,L5,poorquality,TRUE,
2004-07-27-01-36-05,L5,poorquality,TRUE,
2009-08-19-01-37-05,L5,poorquality,TRUE,
1987-11-02-01-21-41,L5,closed,FALSE,
1993-10-17-01-15-41,L5,closed,FALSE,
1996-08-22-01-09-52,L5,closed,FALSE,
1998-07-20-01-26-00,L5,closed,FALSE,
1988-07-31-01-24-14,L5,closed,FALSE,
2005-05-27-01-40-54,L5,closed,FALSE,
1998-02-17-01-29-40,L5,poorquality,TRUE,
1997-03-18-01-19-47,L5,closed,FALSE,
1997-03-18-01-20-11,L5,closed,FALSE,
1998-06-09-01-31-19,L5,closed,FALSE,
2005-09-16-01-41-38,L5,closed,FALSE,
1996-12-12-01-15-34,L5,closed,FALSE,
1989-03-28-01-22-28,L5,poorquality,TRUE,
2010-04-16-01-38-36,L5,poorquality,TRUE,
2006-10-05-01-47-32,L5,poorquality,TRUE,
1993-01-02-01-14-58,L5,closed,FALSE,
2004-02-11-01-26-37,L5,poorquality,TRUE,
1989-12-02-01-11-34,L5,closed,FALSE,
1994-05-06-01-07-25,L5,closed,FALSE,
1993-04-08-01-16-08,L5,closed,FALSE,
1990-12-12-01-13-14,L5,poorquality,TRUE,
1990-06-19-01-13-40,L5,closed,FALSE,
1994-10-20-01-09-24,L5,closed,FALSE,
2004-12-18-01-39-38,L5,poorquality,TRUE,
2004-08-12-01-36-24,L5,closed,FALSE,
1995-03-13-01-03-49,L5,poorquality,TRUE,
1988-07-15-01-24-36,L5,closed,FALSE,
1992-08-27-01-16-16,L5,closed,FALSE,
2004-05-08-01-33-50,L5,closed,FALSE,
1989-05-08-01-16-26,L5,poorquality,TRUE,
1990-06-03-01-13-41,L5,poorquality,TRUE,
1998-04-06-01-30-22,L5,poorquality,TRUE,
1989-07-02-01-21-33,L5,open,FALSE,
1988-09-10-01-18-30,L5,poorquality,TRUE,
1991-09-10-01-17-21,L5,closed,FALSE,
2009-05-22-01-41-22,L5,unclear,FALSE,
1998-11-16-01-32-56,L5,closed,FALSE,
1999-06-28-01-31-19,L5,closed,FALSE,
2006-03-11-01-44-32,L5,unclear,FALSE,
1993-04-17-01-10-04,L5,poorquality,TRUE,
1991-01-29-01-14-28,L5,poorquality,TRUE,
2008-10-19-01-31-41,L5,poorquality,TRUE,
1988-01-21-01-22-40,L5,closed,FALSE,
2004-08-28-01-37-15,L5,closed,FALSE,
2006-03-04-01-38-36,L5,poorquality,TRUE,
1992-05-07-01-17-15,L5,closed,FALSE,
2004-09-29-01-37-39,L5,poorquality,TRUE,
1990-09-16-01-07-33,L5,closed,FALSE,
1994-11-30-01-01-50,L5,poorquality,TRUE,
2006-11-22-01-47-59,L5,poorquality,TRUE,
2006-08-02-01-46-45,L5,closed,FALSE,
1998-10-15-01-32-18,L5,poorquality,TRUE,
2003-08-26-01-30-39,L5,closed,FALSE,
2005-04-09-01-40-35,L5,poorquality,TRUE,
1993-01-27-01-09-29,L5,poorquality,TRUE,
2004-09-13-01-37-41,L5,closed,FALSE,
1998-11-09-01-26-42,L5,poorquality,TRUE,
2008-12-29-01-38-07,L5,poorquality,TRUE,
1989-07-18-01-20-49,L5,unclear,FALSE,
1995-06-26-00-53-25,L5,closed,FALSE,
1995-02-09-01-05-06,L5,poorquality,TRUE,
1993-10-26-01-09-50,L5,poorquality,TRUE,
1992-07-10-01-16-57,L5,closed,FALSE,
1995-03-13-01-04-13,L5,poorquality,TRUE,
1996-02-12-00-59-07,L5,poorquality,TRUE,
1991-12-15-01-17-55,L5,poorquality,TRUE,
2009-09-27-01-43-24,L5,poorquality,TRUE,
1988-07-08-01-18-23,L5,unclear,FALSE,
1998-10-15-01-32-42,L5,poorquality,TRUE,
1999-10-18-01-30-29,L5,poorquality,TRUE,
1992-03-20-01-18-05,L5,poorquality,TRUE,
2007-01-09-01-48-21,L5,poorquality,TRUE,
2008-09-17-01-32-43,L5,poorquality,TRUE,
2006-05-30-01-46-13,L5,closed,FALSE,
2007-04-15-01-48-42,L5,closed,FALSE,
1998-06-02-01-25-26,L5,closed,FALSE,
1999-01-12-01-26-43,L5,poorquality,TRUE,
1999-08-31-01-30-44,L5,closed,FALSE,
1989-08-12-01-14-30,L5,poorquality,TRUE,
1995-05-16-01-01-29,L5,closed,FALSE,
2003-09-27-01-31-09,L5,poorquality,TRUE,
2003-07-25-01-30-29,L5,closed,FALSE,
2008-03-16-01-43-30,L5,poorquality,TRUE,
2009-11-07-01-38-01,L5,poorquality,TRUE,
1989-09-04-01-19-48,L5,poorquality,TRUE,
1998-02-17-01-30-04,L5,poorquality,TRUE,
1988-02-15-01-17-20,L5,poorquality,TRUE,
1998-11-16-01-32-32,L5,poorquality,TRUE,
1997-07-08-01-24-07,L5,closed,FALSE,
1998-03-05-01-30-18,L5,poorquality,TRUE,
1988-08-16-01-24-13,L5,open,FALSE,
1998-03-21-01-30-11,L5,closed,FALSE,
1998-03-14-01-24-18,L5,closed,FALSE,
2006-06-15-01-46-28,L5,poorquality,TRUE,
1991-06-06-01-16-17,L5,closed,FALSE,
1990-07-21-01-13-57,L5,closed,FALSE,
1994-10-20-01-09-00,L5,closed,FALSE,
2010-09-23-01-37-52,L5,poorquality,TRUE,
1995-06-01-01-00-44,L5,closed,FALSE,
1991-04-03-01-15-09,L5,poorquality,TRUE,
1991-02-23-01-08-42,L5,poorquality,TRUE,
2010-01-17-01-44-18,L5,poorquality,TRUE,
1997-01-29-01-18-13,L5,closed,FALSE,
1991-04-12-01-09-34,L5,closed,FALSE,
2005-05-20-01-35-03,L5,closed,FALSE,
1996-12-12-01-15-58,L5,closed,FALSE,
1988-09-26-01-18-23,L5,poorquality,TRUE,
1998-04-06-01-30-46,L5,closed,FALSE,
2011-04-03-01-37-32,L5,poorquality,TRUE,
2003-12-09-01-26-13,L5,poorquality,TRUE,
1991-08-02-01-11-11,L5,closed,FALSE,
2011-01-13-01-37-39,L5,poorquality,TRUE,
1997-12-15-01-28-16,L5,poorquality,TRUE,
2005-05-04-01-34-56,L5,closed,FALSE,
1990-03-15-01-14-28,L5,poorquality,TRUE,
1994-04-04-01-08-00,L5,closed,FALSE,
