,satname,Entrance_state,skip image
1993-07-25-23-07-17,L5,closed,FALSE
1993-03-10-23-13-15,L5,closed,FALSE
1998-06-05-23-22-41,L5,closed,FALSE
1988-08-12-23-15-37,L5,closed,FALSE
1994-04-23-23-04-50,L5,poorquality,TRUE
2006-05-10-23-36-59,L5,closed,FALSE
2008-02-16-23-41-38,L5,closed,FALSE
2011-02-01-23-34-52,L5,closed,FALSE
1998-05-27-23-28-44,L5,poorquality,TRUE
2004-08-24-23-28-11,L5,closed,FALSE
1992-05-19-23-08-33,L5,closed,FALSE
1994-04-07-23-05-07,L5,closed,FALSE
1989-07-30-23-11-59,L5,open,FALSE
1999-04-21-23-23-39,L5,poorquality,TRUE
1989-02-04-23-14-57,L5,closed,FALSE
1989-04-25-23-13-45,L5,closed,FALSE
2005-03-11-23-38-01,L5,closed,FALSE
1995-08-16-22-48-16,L5,closed,FALSE
1998-04-18-23-21-57,L5,closed,FALSE
2011-09-20-23-39-30,L5,closed,FALSE
1992-10-10-23-06-26,L5,poorquality,TRUE
2010-10-19-23-41-00,L5,closed,FALSE
1998-09-09-23-23-37,L5,closed,FALSE
1988-09-29-23-15-32,L5,closed,FALSE
2005-01-31-23-31-14,L5,poorquality,TRUE
1991-04-22-23-13-06,L5,closed,FALSE
1997-02-17-23-16-15,L5,closed,FALSE
1995-03-09-22-55-21,L5,closed,FALSE
1994-06-10-23-03-56,L5,closed,FALSE
2004-10-18-23-35-40,L5,closed,FALSE
2009-03-06-23-37-26,L5,closed,FALSE
1991-08-05-23-08-25,L5,poorquality,TRUE
1990-09-10-23-10-56,L5,closed,FALSE
2009-01-17-23-36-13,L5,closed,FALSE
1991-04-15-23-06-51,L5,closed,FALSE
1987-10-29-23-12-37,L5,closed,FALSE
1990-08-09-23-11-04,L5,closed,FALSE
1991-08-28-23-14-45,L5,closed,FALSE
1999-09-03-23-28-11,L5,closed,FALSE
1998-03-24-23-27-49,L5,poorquality,TRUE
1993-09-27-23-07-13,L5,closed,FALSE
2008-12-25-23-29-27,L5,closed,FALSE
1991-08-12-23-14-36,L5,open,FALSE
1996-10-28-23-11-04,L5,closed,FALSE
2004-05-04-23-25-09,L5,closed,FALSE
1988-04-13-23-21-11,L5,closed,FALSE
1991-09-06-23-08-44,L5,closed,FALSE
1992-05-03-23-08-42,L5,closed,FALSE
1993-07-09-23-07-18,L5,closed,FALSE
2003-07-12-23-27-28,L5,closed,FALSE
2004-10-02-23-35-20,L5,closed,FALSE
1994-12-03-22-58-55,L5,closed,FALSE
1994-07-12-23-03-07,L5,closed,FALSE
1993-03-26-23-13-15,L5,closed,FALSE
2007-07-16-23-38-33,L5,open,FALSE
2007-09-09-23-44-14,L5,closed,FALSE
2006-11-09-23-45-28,L5,closed,FALSE
1988-04-22-23-15-04,L5,closed,FALSE
2006-07-04-23-43-58,L5,closed,FALSE
1992-04-17-23-08-51,L5,closed,FALSE
1989-09-07-23-17-16,L5,closed,FALSE
1989-01-26-23-21-03,L5,poorquality,TRUE
2004-10-11-23-29-20,L5,closed,FALSE
1994-01-17-23-06-15,L5,closed,FALSE
2010-10-28-23-34-44,L5,closed,FALSE
1988-09-13-23-15-40,L5,closed,FALSE
1992-08-14-23-13-39,L5,closed,FALSE
1998-02-13-23-21-01,L5,closed,FALSE
1999-06-15-23-29-03,L5,closed,FALSE
2011-03-05-23-34-51,L5,closed,FALSE
1991-03-30-23-06-31,L5,closed,FALSE
2006-09-06-23-44-48,L5,closed,FALSE
2011-03-28-23-40-55,L5,closed,FALSE
1988-02-25-23-20-50,L5,closed,FALSE
2006-11-18-23-39-22,L5,closed,FALSE
1999-04-12-23-29-49,L5,closed,FALSE
1990-06-06-23-11-16,L5,open,FALSE
2003-08-13-23-28-02,L5,poorquality,TRUE
1994-05-16-23-10-35,L5,closed,FALSE
1995-06-29-22-50-26,L5,closed,FALSE
1994-08-04-23-08-38,L5,poorquality,TRUE
1997-08-12-23-22-31,L5,closed,FALSE
1994-10-16-23-00-31,L5,poorquality,TRUE
2006-10-01-23-38-55,L5,poorquality,TRUE
1995-09-17-22-46-44,L5,poorquality,TRUE
1999-09-28-23-21-24,L5,closed,FALSE
1991-09-29-23-15-03,L5,poorquality,TRUE
1993-10-04-23-13-22,L5,closed,FALSE
2004-08-15-23-34-06,L5,closed,FALSE
2003-12-03-23-29-36,L5,closed,FALSE
1993-04-20-23-07-17,L5,closed,FALSE
1998-06-12-23-28-57,L5,closed,FALSE
2005-11-06-23-39-16,L5,closed,FALSE
2007-04-02-23-45-57,L5,closed,FALSE
2007-09-18-23-37-59,L5,closed,FALSE
2006-12-11-23-45-45,L5,open,FALSE
2006-09-22-23-44-59,L5,closed,FALSE
1998-02-20-23-27-19,L5,closed,FALSE
1998-12-21-23-30-08,L5,closed,FALSE
2005-10-21-23-39-08,L5,closed,FALSE
2008-11-23-23-28-29,L5,closed,FALSE
2010-10-03-23-41-09,L5,closed,FALSE
1990-04-12-23-05-06,L5,closed,FALSE
2004-03-01-23-23-55,L5,poorquality,TRUE
1993-08-10-23-07-18,L5,closed,FALSE
1995-01-11-23-03-48,L5,closed,FALSE
2005-09-19-23-39-13,L5,closed,FALSE
1988-07-27-23-15-38,L5,closed,FALSE
1993-08-17-23-13-29,L5,closed,FALSE
1996-04-12-22-54-04,L5,closed,FALSE
1992-01-28-23-09-15,L5,closed,FALSE
2008-01-15-23-42-13,L5,closed,FALSE
2005-05-07-23-32-10,L5,closed,FALSE
1994-09-14-23-01-29,L5,poorquality,TRUE
1991-06-25-23-14-09,L5,poorquality,TRUE
1997-08-28-23-23-00,L5,poorquality,TRUE
2009-11-26-23-35-21,L5,closed,FALSE
2003-09-23-23-22-32,L5,closed,FALSE
1993-02-06-23-12-59,L5,unclear,FALSE
1998-01-12-23-20-21,L5,closed,FALSE
1997-03-21-23-17-31,L5,closed,FALSE
2005-10-05-23-39-10,L5,closed,FALSE
1997-07-11-23-21-27,L5,closed,FALSE
1989-09-16-23-10-43,L5,closed,FALSE
1996-09-26-23-09-27,L5,unclear,FALSE
1993-04-27-23-13-31,L5,closed,FALSE
1994-03-22-23-05-24,L5,closed,FALSE
1997-06-09-23-20-21,L5,closed,FALSE
1988-03-12-23-21-00,L5,closed,FALSE
1991-07-04-23-08-07,L5,poorquality,TRUE
1995-02-05-22-56-38,L5,closed,FALSE
1987-10-13-23-12-21,L5,closed,FALSE
2006-01-25-23-41-10,L5,closed,FALSE
1994-09-21-23-07-28,L5,closed,FALSE
1991-10-31-23-15-12,L5,closed,FALSE
1998-10-18-23-29-55,L5,closed,FALSE
2006-06-18-23-43-44,L5,closed,FALSE
1995-12-06-22-45-20,L5,open,FALSE
2010-11-04-23-40-55,L5,closed,FALSE
1990-12-24-23-04-32,L5,closed,FALSE
1994-09-05-23-07-54,L5,poorquality,TRUE
1991-08-21-23-08-29,L5,poorquality,TRUE
1999-07-26-23-22-38,L5,closed,FALSE
1992-06-11-23-14-31,L5,closed,FALSE
1990-11-06-23-04-23,L5,closed,FALSE
2004-09-09-23-28-36,L5,poorquality,TRUE
1998-08-31-23-29-45,L5,closed,FALSE
1992-06-04-23-08-25,L5,poorquality,TRUE
2006-08-30-23-38-32,L5,poorquality,TRUE
2005-04-21-23-32-03,L5,closed,FALSE
1992-01-12-23-09-10,L5,unclear,FALSE
1998-07-07-23-23-05,L5,poorquality,TRUE
2007-03-17-23-46-01,L5,closed,FALSE
1990-02-14-23-12-35,L5,poorquality,TRUE
1994-07-19-23-09-06,L5,poorquality,TRUE
2011-01-07-23-41-01,L5,closed,FALSE
1989-06-12-23-12-53,L5,closed,FALSE
1989-10-09-23-16-31,L5,closed,FALSE
1996-02-08-22-49-55,L5,closed,FALSE
2003-08-22-23-22-01,L5,poorquality,TRUE
2004-06-12-23-32-28,L5,closed,FALSE
1990-09-19-23-04-41,L5,closed,FALSE
2004-07-14-23-33-24,L5,closed,FALSE
1995-05-19-22-58-30,L5,closed,FALSE
1997-10-24-23-18-25,L5,closed,FALSE
1997-12-11-23-19-36,L5,closed,FALSE
1993-01-14-23-06-33,L5,closed,FALSE
2003-08-29-23-28-19,L5,closed,FALSE
2004-06-28-23-32-57,L5,closed,FALSE
1989-07-21-23-18-19,L5,open,FALSE
1993-05-13-23-13-34,L5,closed,FALSE
1994-06-17-23-09-57,L5,poorquality,TRUE
1995-03-25-22-54-42,L5,closed,FALSE
2006-06-27-23-37-41,L5,closed,FALSE
1993-07-16-23-13-29,L5,closed,FALSE
2008-03-12-23-34-59,L5,closed,FALSE
2009-05-02-23-32-26,L5,closed,FALSE
2007-08-17-23-38-16,L5,unclear,FALSE
1991-03-14-23-06-16,L5,poorquality,TRUE
1989-05-02-23-19-52,L5,closed,FALSE
2009-05-09-23-38-45,L5,closed,FALSE
1998-03-01-23-21-17,L5,closed,FALSE
2006-06-11-23-37-26,L5,closed,FALSE
1988-10-22-23-21-38,L5,poorquality,TRUE
1995-08-23-22-54-08,L5,closed,FALSE
2007-02-22-23-39-53,L5,closed,FALSE
2007-04-11-23-39-44,L5,closed,FALSE
1993-11-14-23-06-51,L5,closed,FALSE
2004-04-09-23-30-37,L5,poorquality,TRUE
1989-02-27-23-20-53,L5,closed,FALSE
1989-05-27-23-13-16,L5,closed,FALSE
1993-06-14-23-13-37,L5,poorquality,TRUE
2009-09-23-23-34-46,L5,poorquality,TRUE
2005-04-12-23-38-12,L5,closed,FALSE
2011-04-06-23-34-43,L5,poorquality,TRUE
2004-05-11-23-31-32,L5,poorquality,TRUE
1988-06-09-23-15-27,L5,closed,FALSE
1995-03-16-23-01-15,L5,unclear,FALSE
1993-06-30-23-13-30,L5,closed,FALSE
1992-06-20-23-08-12,L5,closed,FALSE
1992-03-07-23-15-16,L5,closed,FALSE
1998-02-04-23-27-01,L5,closed,FALSE
2009-04-07-23-38-09,L5,closed,FALSE
1992-04-08-23-15-04,L5,closed,FALSE
2005-08-27-23-33-00,L5,closed,FALSE
2007-03-26-23-39-48,L5,closed,FALSE
1995-07-31-22-49-00,L5,closed,FALSE
2000-08-12-23-42-11,L7,closed,FALSE
2000-08-28-23-42-01,L7,closed,FALSE
2003-01-18-23-33-23,L7,closed,FALSE
2000-07-27-23-42-17,L7,poorquality,TRUE
2003-02-03-23-33-31,L7,closed,FALSE
2002-08-11-23-33-05,L7,closed,FALSE
2000-05-17-23-37-00,L7,closed,FALSE
2000-04-06-23-43-31,L7,closed,FALSE
1999-07-09-23-43-52,L7,closed,FALSE
2000-02-02-23-43-52,L7,poorquality,TRUE
2002-05-30-23-39-42,L7,closed,FALSE
2003-05-01-23-39-51,L7,closed,FALSE
2000-12-18-23-41-30,L7,poorquality,TRUE
1999-07-25-23-43-56,L7,closed,FALSE
2001-06-28-23-40-25,L7,closed,FALSE
2003-05-26-23-33-36,L7,closed,FALSE
1999-11-14-23-43-59,L7,poorquality,TRUE
2000-01-17-23-43-52,L7,closed,FALSE
2002-11-06-23-38-58,L7,poorquality,TRUE
2001-09-16-23-39-34,L7,closed,FALSE
2001-03-01-23-35-14,L7,closed,FALSE
2001-12-30-23-33-30,L7,closed,FALSE
2003-04-15-23-39-50,L7,closed,FALSE
2001-02-20-23-41-29,L7,closed,FALSE
2003-03-23-23-33-33,L7,poorquality,TRUE
2003-03-30-23-39-47,L7,closed,FALSE
2000-08-05-23-36-01,L7,closed,FALSE
1999-08-03-23-37-49,L7,closed,FALSE
2003-02-26-23-39-45,L7,poorquality,TRUE
2001-01-03-23-41-29,L7,poorquality,TRUE
2001-04-25-23-41-09,L7,closed,FALSE
2001-06-05-23-34-33,L7,poorquality,TRUE
2001-10-27-23-33-13,L7,closed,FALSE
2003-03-14-23-39-49,L7,closed,FALSE
2001-01-19-23-41-36,L7,poorquality,TRUE
2001-05-20-23-34-45,L7,poorquality,TRUE
2001-07-14-23-40-26,L7,closed,FALSE
2000-04-15-23-37-12,L7,closed,FALSE
2001-05-11-23-41-02,L7,closed,FALSE
1999-09-20-23-37-49,L7,closed,FALSE
2002-12-01-23-33-10,L7,poorquality,TRUE
2002-07-10-23-33-18,L7,closed,FALSE
2002-05-23-23-33-35,L7,closed,FALSE
2000-11-09-23-35-14,L7,poorquality,TRUE
2002-07-01-23-39-31,L7,closed,FALSE
2001-11-28-23-33-28,L7,poorquality,TRUE
2002-08-18-23-39-14,L7,closed,FALSE
1999-08-19-23-37-45,L7,closed,FALSE
2001-06-21-23-34-22,L7,poorquality,TRUE
2000-07-11-23-42-34,L7,closed,FALSE
2000-04-22-23-43-24,L7,poorquality,TRUE
2002-01-06-23-39-48,L7,closed,FALSE
2000-07-04-23-36-31,L7,poorquality,TRUE
2001-08-08-23-33-53,L7,poorquality,TRUE
2001-10-18-23-39-23,L7,closed,FALSE
2001-04-09-23-41-11,L7,closed,FALSE
2000-08-21-23-35-55,L7,closed,FALSE
2003-01-02-23-33-15,L7,closed,FALSE
1999-09-27-23-44-05,L7,closed,FALSE
2002-10-05-23-38-48,L7,open,FALSE
1999-08-10-23-43-59,L7,closed,FALSE
2000-05-01-23-37-11,L7,closed,FALSE
2000-11-25-23-35-16,L7,closed,FALSE
2002-08-27-23-32-53,L7,closed,FALSE
2000-11-16-23-41-25,L7,poorquality,TRUE
2003-05-10-23-33-39,L7,poorquality,TRUE
1999-11-30-23-43-52,L7,poorquality,TRUE
2001-11-03-23-39-27,L7,poorquality,TRUE
2001-07-30-23-40-15,L7,closed,FALSE
1999-09-04-23-37-51,L7,closed,FALSE
2002-09-12-23-32-48,L7,poorquality,TRUE
2000-03-30-23-37-26,L7,closed,FALSE
2002-03-27-23-39-54,L7,closed,FALSE
2000-06-25-23-42-48,L7,closed,FALSE
2002-11-22-23-39-14,L7,closed,FALSE
1999-10-06-23-37-57,L7,closed,FALSE
2016-10-03-23-51-21,L8,closed,FALSE
2018-08-06-23-50-27,L8,closed,FALSE
2015-10-01-23-51-06,L8,closed,FALSE
2017-03-12-23-50-50,L8,unclear,FALSE
2018-06-28-23-43-57,L8,poorquality,TRUE
2014-07-10-23-50-57,L8,closed,FALSE
2016-05-21-23-44-31,L8,closed,FALSE
2019-12-31-23-51-19,L8,poorquality,TRUE
2015-04-24-23-50-25,L8,open,FALSE
2014-08-11-23-51-08,L8,closed,FALSE
2018-08-15-23-44-21,L8,closed,FALSE
2015-02-19-23-50-54,L8,closed,FALSE
2018-01-19-23-44-55,L8,unclear,FALSE
2019-12-08-23-45-13,L8,closed,FALSE
2018-05-02-23-50-14,L8,closed,FALSE
2014-01-24-23-46-02,L8,closed,FALSE
2019-04-28-23-44-19,L8,closed,FALSE
2015-08-30-23-50-54,L8,unclear,FALSE
2013-04-11-23-46-59,L8,closed,FALSE
2017-05-15-23-50-32,L8,open,FALSE
2018-11-19-23-44-51,L8,unclear,FALSE
2016-05-28-23-50-44,L8,closed,FALSE
2019-12-24-23-45-10,L8,closed,FALSE
2017-06-09-23-44-35,L8,closed,FALSE
2020-04-21-23-50-38,L8,closed,FALSE
2018-07-30-23-44-12,L8,closed,FALSE
2017-04-13-23-50-33,L8,unclear,FALSE
2015-05-10-23-50-09,L8,poorquality,TRUE
2019-08-25-23-51-16,L8,closed,FALSE
2019-09-03-23-45-07,L8,closed,FALSE
2013-07-23-23-53-03,L8,closed,FALSE
2015-12-13-23-45-02,L8,closed,FALSE
2013-12-30-23-52-30,L8,closed,FALSE
2016-06-13-23-50-47,L8,open,FALSE
2019-12-15-23-51-23,L8,closed,FALSE
2020-03-29-23-44-38,L8,closed,FALSE
2019-05-21-23-50-44,L8,closed,FALSE
2016-02-22-23-50-59,L8,closed,FALSE
2020-05-16-23-44-20,L8,closed,FALSE
2018-08-22-23-50-35,L8,closed,FALSE
2013-10-11-23-52-58,L8,closed,FALSE
2017-02-01-23-44-57,L8,unclear,FALSE
2015-10-17-23-51-07,L8,closed,FALSE
2015-12-04-23-51-14,L8,poorquality,TRUE
2019-08-02-23-44-58,L8,closed,FALSE
2016-07-24-23-44-54,L8,open,FALSE
2014-09-21-23-45-01,L8,closed,FALSE
2019-07-17-23-44-52,L8,closed,FALSE
2019-08-09-23-51-12,L8,closed,FALSE
2019-03-27-23-44-28,L8,closed,FALSE
2015-05-03-23-44-05,L8,poorquality,TRUE
2017-07-02-23-50-52,L8,open,FALSE
2013-05-20-23-53-07,L8,closed,FALSE
2019-10-28-23-51-29,L8,unclear,FALSE
2017-08-28-23-45-00,L8,unclear,FALSE
2015-07-13-23-50-38,L8,poorquality,TRUE
2017-03-28-23-50-41,L8,closed,FALSE
2017-06-16-23-50-48,L8,poorquality,TRUE
2017-05-31-23-50-42,L8,unclear,FALSE
2015-11-27-23-45-04,L8,closed,FALSE
2015-06-20-23-44-13,L8,closed,FALSE
2015-09-15-23-51-02,L8,poorquality,TRUE
2017-05-24-23-44-27,L8,closed,FALSE
2019-08-18-23-45-04,L8,closed,FALSE
2018-09-16-23-44-32,L8,closed,FALSE
2017-10-31-23-45-12,L8,closed,FALSE
2016-04-19-23-44-27,L8,closed,FALSE
2014-06-24-23-50-48,L8,closed,FALSE
2014-09-05-23-45-02,L8,poorquality,TRUE
2016-06-06-23-44-36,L8,open,FALSE
2015-01-18-23-51-05,L8,closed,FALSE
2015-05-26-23-50-10,L8,poorquality,TRUE
2014-12-26-23-44-59,L8,closed,FALSE
2016-07-15-23-51-03,L8,open,FALSE
2017-09-20-23-51-15,L8,closed,FALSE
2017-04-06-23-44-26,L8,unclear,FALSE
2020-06-17-23-44-35,L8,closed,FALSE
2019-09-19-23-45-13,L8,closed,FALSE
2013-12-14-23-52-38,L8,closed,FALSE
2014-10-07-23-45-06,L8,poorquality,TRUE
2019-05-14-23-44-29,L8,closed,FALSE
2014-09-12-23-51-14,L8,closed,FALSE
2014-02-16-23-51-55,L8,closed,FALSE
2016-10-19-23-51-26,L8,unclear,FALSE
2014-01-15-23-52-14,L8,closed,FALSE
2018-03-08-23-44-32,L8,closed,FALSE
2020-06-24-23-50-49,L8,closed,FALSE
2015-12-29-23-45-02,L8,closed,FALSE
2019-11-22-23-45-14,L8,closed,FALSE
2015-06-11-23-50-21,L8,closed,FALSE
2019-03-02-23-50-46,L8,closed,FALSE
2019-06-15-23-44-44,L8,poorquality,TRUE
2016-03-25-23-50-49,L8,closed,FALSE
2017-04-22-23-44-17,L8,unclear,FALSE
2014-09-28-23-51-13,L8,closed,FALSE
2017-10-22-23-51-24,L8,unclear,FALSE
2019-07-08-23-51-01,L8,closed,FALSE
2019-02-23-23-44-37,L8,poorquality,TRUE
2017-06-25-23-44-40,L8,closed,FALSE
2013-08-17-23-46-56,L8,closed,FALSE
2020-06-01-23-44-25,L8,closed,FALSE
2018-02-04-23-44-46,L8,closed,FALSE
2014-03-13-23-45-26,L8,closed,FALSE
2016-01-30-23-44-58,L8,closed,FALSE
2020-06-08-23-50-40,L8,closed,FALSE
2016-04-26-23-50-38,L8,closed,FALSE
2016-12-22-23-51-20,L8,unclear,FALSE
2013-06-30-23-46-53,L8,closed,FALSE
2017-10-15-23-45-12,L8,unclear,FALSE
2013-08-24-23-53-08,L8,closed,FALSE
2015-08-07-23-44-33,L8,closed,FALSE
2018-11-03-23-44-50,L8,closed,FALSE
2019-07-24-23-51-05,L8,closed,FALSE
2016-05-05-23-44-31,L8,closed,FALSE
2017-11-23-23-51-17,L8,closed,FALSE
2014-07-19-23-44-47,L8,poorquality,TRUE
2018-10-18-23-44-46,L8,closed,FALSE
2018-05-18-23-50-03,L8,closed,FALSE
2018-01-10-23-51-10,L8,closed,FALSE
2013-07-07-23-53-05,L8,closed,FALSE
2015-06-27-23-50-27,L8,closed,FALSE
2014-12-01-23-51-17,L8,closed,FALSE
2015-08-14-23-50-48,L8,poorquality,TRUE
2016-11-29-23-45-15,L8,unclear,FALSE
2013-09-18-23-46-51,L8,poorquality,TRUE
2020-04-14-23-44-31,L8,closed,FALSE
2020-03-13-23-44-47,L8,poorquality,TRUE
2018-07-14-23-44-05,L8,closed,FALSE
2019-07-01-23-44-49,L8,closed,FALSE
2014-07-26-23-51-00,L8,closed,FALSE
2017-09-04-23-51-12,L8,closed,FALSE
2018-12-05-23-44-49,L8,closed,FALSE
2016-02-06-23-51-06,L8,closed,FALSE
2017-09-13-23-45-01,L8,closed,FALSE
2014-06-17-23-44-37,L8,closed,FALSE
2017-07-18-23-50-57,L8,closed,FALSE
2013-12-07-23-46-31,L8,closed,FALSE
2015-06-04-23-44-05,L8,closed,FALSE
2017-04-29-23-50-23,L8,closed,FALSE
2019-06-22-23-50-57,L8,poorquality,TRUE
2016-07-08-23-44-49,L8,open,FALSE
2017-07-11-23-44-43,L8,poorquality,TRUE
2014-10-30-23-51-15,L8,closed,FALSE
2014-03-20-23-51-30,L8,closed,FALSE
2016-06-22-23-44-41,L8,open,FALSE
2015-07-29-23-50-42,L8,closed,FALSE
2014-01-31-23-52-09,L8,closed,FALSE
2018-06-24-00-02-39,S2,closed,FALSE
2016-06-09-00-05-19,S2,open,FALSE
2016-01-17-23-59-15,S2,closed,FALSE
2020-04-20-23-57-08,S2,poorquality,TRUE
2018-06-09-00-02-54,S2,closed,FALSE
2019-08-09-23-57-17,S2,closed,FALSE
2019-09-22-00-07-10,S2,closed,FALSE
2018-03-06-00-05-23,S2,closed,FALSE
2018-07-10-23-55-54,S2,closed,FALSE
2019-05-26-23-57-22,S2,closed,FALSE
2019-12-16-00-07-04,S2,closed,FALSE
2019-06-20-23-57-17,S2,poorquality,TRUE
2018-04-20-00-02-41,S2,closed,FALSE
2020-05-14-00-07-08,S2,closed,FALSE
2018-07-30-23-55-23,S2,closed,FALSE
2019-03-26-00-07-08,S2,closed,FALSE
2018-04-26-23-52-47,S2,closed,FALSE
2016-01-31-00-06-51,S2,closed,FALSE
2019-07-24-00-07-14,S2,closed,FALSE
2018-10-18-23-56-25,S2,closed,FALSE
2019-07-19-00-07-18,S2,poorquality,TRUE
2019-10-23-23-57-15,S2,closed,FALSE
2019-11-01-00-07-12,S2,closed,FALSE
2017-09-07-00-03-13,S2,unclear,FALSE
2019-04-30-00-07-17,S2,closed,FALSE
2020-01-15-00-07-04,S2,poorquality,TRUE
2019-03-31-00-07-11,S2,closed,FALSE
2018-11-01-00-02-37,S2,poorquality,TRUE
2017-06-30-23-54-38,S2,closed,FALSE
2018-08-23-00-02-32,S2,closed,FALSE
2018-07-24-00-02-37,S2,closed,FALSE
2018-02-25-23-55-31,S2,poorquality,TRUE
2019-03-02-23-57-08,S2,closed,FALSE
2018-04-05-00-02-37,S2,closed,FALSE
2020-03-20-00-07-06,S2,closed,FALSE
2018-09-22-00-02-33,S2,closed,FALSE
2019-12-22-23-57-08,S2,closed,FALSE
2018-10-13-23-52-42,S2,closed,FALSE
2019-12-17-23-57-08,S2,closed,FALSE
2019-05-30-00-07-18,S2,closed,FALSE
2017-08-23-00-02-19,S2,closed,FALSE
2019-01-11-23-57-09,S2,closed,FALSE
2019-05-11-23-57-17,S2,closed,FALSE
2019-04-16-23-57-19,S2,closed,FALSE
2019-06-10-23-57-16,S2,closed,FALSE
2019-03-11-00-07-07,S2,closed,FALSE
2019-06-30-23-57-18,S2,closed,FALSE
2020-01-25-00-07-02,S2,poorquality,TRUE
2017-09-27-00-02-25,S2,closed,FALSE
2020-04-05-23-57-10,S2,poorquality,TRUE
2016-08-14-23-55-09,S2,closed,FALSE
2020-01-26-23-57-06,S2,closed,FALSE
2018-05-06-23-52-47,S2,closed,FALSE
2016-09-23-23-56-42,S2,poorquality,TRUE
2016-07-25-23-53-14,S2,open,FALSE
2020-03-26-23-57-10,S2,closed,FALSE
2019-01-31-23-57-10,S2,poorquality,TRUE
