,satname,Entrance_state,skip image
2000-11-16-23-41-02,L7,open,FALSE
2000-05-17-23-36-36,L7,open,FALSE
2000-08-28-23-41-37,L7,open,FALSE
2001-06-28-23-40-02,L7,poorquality,TRUE
2001-06-05-23-34-09,L7,closed,FALSE
2002-03-20-23-33-17,L7,poorquality,TRUE
2002-05-30-23-39-18,L7,open,FALSE
2002-07-10-23-32-54,L7,open,FALSE
2002-09-19-23-38-28,L7,open,FALSE
2001-10-27-23-32-49,L7,closed,FALSE
2002-08-27-23-32-29,L7,open,FALSE
2000-09-29-23-41-08,L7,open,FALSE
2000-12-02-23-41-02,L7,open,FALSE
2003-04-08-23-33-16,L7,open,FALSE
2000-09-13-23-41-19,L7,open,FALSE
2003-04-24-23-33-15,L7,poorquality,TRUE
2000-11-25-23-34-52,L7,open,FALSE
2002-05-07-23-33-20,L7,open,FALSE
1999-11-30-23-43-28,L7,closed,FALSE
2000-07-11-23-42-10,L7,open,FALSE
2002-07-01-23-39-07,L7,open,FALSE
2001-07-30-23-39-51,L7,closed,FALSE
2001-05-27-23-40-29,L7,closed,FALSE
2002-08-11-23-32-41,L7,open,FALSE
2002-10-30-23-32-18,L7,open,FALSE
2002-09-28-23-32-15,L7,open,FALSE
2000-02-02-23-43-28,L7,open,FALSE
2001-05-11-23-40-38,L7,closed,FALSE
2003-04-15-23-39-27,L7,open,FALSE
2002-01-06-23-39-25,L7,poorquality,TRUE
2001-04-18-23-34-37,L7,closed,FALSE
1999-08-03-23-37-25,L7,closed,FALSE
2001-10-11-23-32-39,L7,closed,FALSE
1999-07-18-23-37-18,L7,closed,FALSE
2001-11-28-23-33-04,L7,closed,FALSE
2000-07-27-23-41-53,L7,open,FALSE
2000-04-06-23-43-07,L7,open,FALSE
2001-12-30-23-33-06,L7,closed,FALSE
2016-07-15-23-50-39,L8,unclear,TRUE
2016-05-05-23-44-07,L8,open,FALSE
2014-10-23-23-44-44,L8,poorquality,TRUE
2015-01-02-23-50-43,L8,open,FALSE
2017-07-18-23-50-33,L8,open,FALSE
2013-08-01-23-46-31,L8,open,FALSE
2018-09-16-23-44-08,L8,closed,FALSE
2017-04-13-23-50-09,L8,open,FALSE
2016-09-10-23-44-44,L8,open,FALSE
2016-12-22-23-50-56,L8,poorquality,TRUE
2014-07-10-23-50-33,L8,open,FALSE
2016-01-30-23-44-34,L8,open,FALSE
2013-09-25-23-52-34,L8,open,FALSE
2015-07-13-23-50-14,L8,closed,FALSE
2016-06-13-23-50-23,L8,open,FALSE
2018-07-30-23-43-48,L8,open,FALSE
2015-07-29-23-50-18,L8,closed,FALSE
2017-04-29-23-49-59,L8,open,FALSE
2017-08-12-23-44-33,L8,open,FALSE
2015-09-08-23-44-23,L8,open,FALSE
2017-02-08-23-50-39,L8,open,FALSE
2015-06-20-23-43-49,L8,closed,FALSE
2017-09-29-23-44-44,L8,open,FALSE
2017-04-06-23-44-02,L8,open,FALSE
2015-06-11-23-49-57,L8,closed,FALSE
2018-03-31-23-50-08,L8,open,FALSE
2017-09-20-23-50-51,L8,open,FALSE
2016-08-09-23-44-32,L8,open,FALSE
2016-09-26-23-44-44,L8,open,FALSE
2015-10-10-23-44-31,L8,open,FALSE
2017-09-13-23-44-37,L8,open,FALSE
2015-10-01-23-50-42,L8,open,FALSE
2013-11-12-23-52-25,L8,open,FALSE
2017-11-23-23-50-53,L8,open,FALSE
2016-04-26-23-50-14,L8,open,FALSE
2013-12-07-23-46-07,L8,open,FALSE
2013-05-20-23-52-43,L8,open,FALSE
2017-07-27-23-44-27,L8,open,FALSE
2014-07-03-23-44-19,L8,closed,FALSE
2017-05-08-23-43-52,L8,open,FALSE
2013-07-07-23-52-41,L8,open,FALSE
2017-12-18-23-44-42,L8,poorquality,TRUE
2013-04-18-23-52-30,L8,open,FALSE
2018-08-15-23-43-57,L8,open,FALSE
2013-09-09-23-52-42,L8,open,FALSE
2015-12-29-23-44-38,L8,open,FALSE
2016-10-12-23-44-50,L8,open,FALSE
2014-09-28-23-50-49,L8,open,FALSE
2013-11-05-23-46-15,L8,open,FALSE
2014-07-26-23-50-36,L8,closed,FALSE
2016-08-25-23-44-39,L8,open,FALSE
2016-07-24-23-44-30,L8,open,FALSE
2014-06-08-23-50-22,L8,poorquality,TRUE
2016-05-28-23-50-20,L8,open,FALSE
2018-07-05-23-49-47,L8,open,FALSE
2014-05-07-23-50-18,L8,poorquality,TRUE
2014-06-24-23-50-24,L8,closed,FALSE
2018-01-19-23-44-31,L8,open,FALSE
2018-07-21-23-49-54,L8,open,FALSE
2018-08-22-23-50-11,L8,open,FALSE
2018-11-10-23-50-37,L8,poorquality,TRUE
2018-08-31-23-44-04,L8,unclear,FALSE
2016-04-19-23-44-03,L8,open,FALSE
2014-09-21-23-44-37,L8,open,FALSE
2017-05-24-23-44-03,L8,open,FALSE
2013-07-16-23-46-29,L8,open,FALSE
2014-03-13-23-45-02,L8,open,FALSE
2018-10-18-23-44-22,L8,closed,FALSE
2013-10-11-23-52-34,L8,open,FALSE
2013-09-02-23-46-33,L8,poorquality,TRUE
2013-06-14-23-46-29,L8,poorquality,TRUE
2016-07-08-23-44-25,L8,poorquality,TRUE
2013-07-23-23-52-39,L8,open,FALSE
2013-04-11-23-46-35,L8,open,FALSE
2014-03-20-23-51-06,L8,open,FALSE
2017-03-28-23-50-17,L8,open,FALSE
2018-02-27-23-50-24,L8,open,FALSE
2017-10-22-23-51-00,L8,open,FALSE
2014-06-17-23-44-13,L8,closed,FALSE
2016-03-18-23-44-18,L8,open,FALSE
2016-03-02-23-44-24,L8,poorquality,TRUE
2015-06-04-23-43-41,L8,closed,FALSE
2017-08-28-23-44-37,L8,open,FALSE
2018-08-06-23-50-03,L8,open,FALSE
2016-10-03-23-50-57,L8,open,FALSE
2014-01-15-23-51-50,L8,open,FALSE
2017-05-15-23-50-08,L8,open,FALSE
2013-09-18-23-46-27,L8,open,FALSE
2016-05-21-23-44-07,L8,open,FALSE
2013-08-24-23-52-44,L8,open,FALSE
2017-06-25-23-44-16,L8,open,FALSE
2016-02-15-23-44-26,L8,open,FALSE
2018-02-04-23-44-22,L8,open,FALSE
2018-12-28-23-50-34,L8,closed,FALSE
2015-12-04-23-50-50,L8,open,FALSE
2014-12-01-23-50-53,L8,open,FALSE
2015-04-24-23-50-01,L8,closed,FALSE
2018-07-14-23-43-41,L8,open,FALSE
2015-05-19-23-43-33,L8,closed,FALSE
2014-01-24-23-45-38,L8,open,FALSE
2014-11-24-23-44-42,L8,open,FALSE
2014-11-08-23-44-45,L8,open,FALSE
2018-11-19-23-44-27,L8,closed,FALSE
2014-08-04-23-44-31,L8,closed,FALSE
2015-05-10-23-49-45,L8,closed,FALSE
2016-04-10-23-50-18,L8,open,FALSE
2017-08-19-23-50-46,L8,open,FALSE
2013-08-17-23-46-32,L8,open,FALSE
2016-02-22-23-50-35,L8,open,FALSE
2017-07-11-23-44-19,L8,open,FALSE
2015-05-26-23-49-46,L8,closed,FALSE
2015-05-03-23-43-41,L8,closed,FALSE
2016-02-06-23-50-42,L8,open,FALSE
2017-10-31-23-44-48,L8,open,FALSE
2014-08-11-23-50-44,L8,closed,FALSE
2015-12-13-23-44-38,L8,open,FALSE
2017-08-03-23-50-40,L8,open,FALSE
2017-01-16-23-44-40,L8,open,FALSE
2018-05-02-23-49-50,L8,open,FALSE
2017-05-31-23-50-18,L8,open,FALSE
2017-04-22-23-43-53,L8,open,FALSE
2017-09-04-23-50-48,L8,open,FALSE
2014-10-30-23-50-51,L8,open,FALSE
2017-12-09-23-50-50,L8,poorquality,TRUE
1996-11-29-23-12-11,L5,open,FALSE
2004-11-19-23-35-48,L5,closed,FALSE
2004-12-14-23-30-11,L5,closed,FALSE
1992-01-19-23-14-57,L5,open,FALSE
2004-05-20-23-25-13,L5,closed,FALSE
2010-12-22-23-40-34,L5,closed,FALSE
1988-08-28-23-15-18,L5,open,FALSE
1996-12-08-23-06-26,L5,open,FALSE
1995-02-12-23-02-07,L5,closed,FALSE
1990-03-02-23-11-39,L5,open,FALSE
1995-04-01-23-00-12,L5,unclear,FALSE
2009-05-02-23-32-02,L5,closed,FALSE
1996-11-13-23-11-25,L5,open,FALSE
2011-11-07-23-38-22,L5,open,FALSE
1992-05-26-23-14-17,L5,open,FALSE
1995-02-21-22-55-35,L5,closed,FALSE
1994-10-23-23-06-03,L5,closed,FALSE
1997-04-06-23-17-43,L5,open,FALSE
2008-10-06-23-28-52,L5,closed,FALSE
1994-10-07-23-06-35,L5,poorquality,TRUE
1988-01-17-23-13-38,L5,closed,FALSE
2006-07-29-23-37-44,L5,closed,FALSE
1994-01-24-23-11-58,L5,open,FALSE
2010-04-10-23-41-36,L5,closed,FALSE
1993-09-27-23-06-49,L5,open,FALSE
1990-09-19-23-04-17,L5,closed,FALSE
1995-12-06-22-44-56,L5,open,FALSE
1991-11-09-23-08-43,L5,open,FALSE
1988-06-09-23-15-03,L5,open,FALSE
1996-10-28-23-10-40,L5,open,FALSE
1992-07-06-23-07-37,L5,open,FALSE
1998-07-23-23-22-50,L5,closed,FALSE
1999-09-12-23-21-18,L5,closed,FALSE
1995-11-04-22-44-01,L5,closed,FALSE
1998-09-25-23-23-20,L5,open,FALSE
2006-08-30-23-38-08,L5,closed,FALSE
1997-11-09-23-18-25,L5,closed,FALSE
1987-09-18-23-17-38,L5,closed,FALSE
2007-05-04-23-45-20,L5,poorquality,TRUE
1996-09-26-23-09-03,L5,open,FALSE
1996-03-02-22-57-15,L5,poorquality,TRUE
1991-10-24-23-08-37,L5,open,FALSE
1997-11-25-23-18-47,L5,closed,FALSE
2004-06-28-23-32-33,L5,closed,FALSE
1988-04-22-23-14-40,L5,closed,FALSE
1994-09-05-23-07-30,L5,closed,FALSE
2005-08-11-23-32-31,L5,unclear,FALSE
1998-04-25-23-27-49,L5,closed,FALSE
2008-11-23-23-28-05,L5,closed,FALSE
1996-05-30-22-56-29,L5,closed,FALSE
2010-01-20-23-41-30,L5,closed,FALSE
1998-07-07-23-22-41,L5,closed,FALSE
1988-09-29-23-15-09,L5,open,FALSE
1990-09-10-23-10-32,L5,open,FALSE
2003-07-28-23-27-21,L5,open,FALSE
2007-09-18-23-37-35,L5,open,FALSE
1997-10-31-23-24-23,L5,closed,FALSE
1994-08-13-23-01-52,L5,closed,FALSE
2005-07-26-23-32-23,L5,open,FALSE
1989-10-09-23-16-07,L5,open,FALSE
2009-01-10-23-29-27,L5,closed,FALSE
1997-06-09-23-19-57,L5,open,FALSE
1995-08-16-22-47-52,L5,closed,FALSE
2011-03-21-23-34-21,L5,closed,FALSE
2004-09-25-23-28-36,L5,closed,FALSE
2007-03-01-23-45-39,L5,closed,FALSE
2011-09-20-23-39-06,L5,open,FALSE
2009-03-15-23-31-04,L5,closed,FALSE
2010-11-20-23-40-30,L5,closed,FALSE
2007-02-13-23-45-40,L5,poorquality,TRUE
1987-10-04-23-17-58,L5,closed,FALSE
1988-03-12-23-20-35,L5,closed,FALSE
1992-06-11-23-14-07,L5,open,FALSE
1993-05-13-23-13-10,L5,open,FALSE
1994-12-03-22-58-31,L5,closed,FALSE
1997-04-15-23-11-51,L5,open,FALSE
1990-08-09-23-10-40,L5,open,FALSE
2005-08-27-23-32-37,L5,open,FALSE
1992-10-01-23-12-25,L5,open,FALSE
1997-07-20-23-15-10,L5,open,FALSE
2011-03-12-23-40-36,L5,closed,FALSE
1994-04-30-23-10-29,L5,open,FALSE
2003-09-23-23-22-08,L5,unclear,FALSE
2004-09-16-23-34-34,L5,closed,FALSE
1995-01-20-22-56-53,L5,closed,FALSE
1994-02-09-23-11-48,L5,open,FALSE
1991-03-21-23-12-14,L5,closed,FALSE
1991-08-05-23-08-01,L5,open,FALSE
2003-10-09-23-22-20,L5,closed,FALSE
1995-08-07-22-54-28,L5,closed,FALSE
1988-02-25-23-20-26,L5,closed,FALSE
1987-11-14-23-12-35,L5,closed,FALSE
1988-08-03-23-21-25,L5,open,FALSE
2009-03-06-23-37-03,L5,poorquality,TRUE
2010-10-19-23-40-36,L5,closed,FALSE
2011-09-13-23-33-02,L5,open,FALSE
1992-09-15-23-12-47,L5,open,FALSE
1987-05-22-23-08-32,L5,closed,FALSE
1997-02-17-23-15-51,L5,open,FALSE
1998-12-05-23-29-39,L5,open,FALSE
1992-08-14-23-13-16,L5,open,FALSE
1988-07-27-23-15-14,L5,open,FALSE
1992-01-12-23-08-46,L5,open,FALSE
1992-07-13-23-13-43,L5,open,FALSE
2005-10-21-23-38-44,L5,open,FALSE
1993-02-22-23-12-39,L5,open,FALSE
2007-03-10-23-39-27,L5,closed,FALSE
1987-10-29-23-12-13,L5,closed,FALSE
2006-04-08-23-36-05,L5,open,FALSE
2003-07-05-23-20-46,L5,open,FALSE
1997-05-08-23-18-50,L5,open,FALSE
1990-03-11-23-05-10,L5,open,FALSE
1993-11-30-23-06-24,L5,open,FALSE
1993-07-25-23-06-53,L5,open,FALSE
2004-09-09-23-28-13,L5,closed,FALSE
1996-12-15-23-12-56,L5,open,FALSE
2009-02-27-23-30-42,L5,closed,FALSE
1991-08-12-23-14-12,L5,open,FALSE
1998-02-04-23-26-37,L5,closed,FALSE
1988-09-13-23-15-16,L5,open,FALSE
1993-10-20-23-12-50,L5,open,FALSE
2004-08-08-23-27-19,L5,closed,FALSE
1999-08-02-23-28-24,L5,closed,FALSE
2007-04-11-23-39-20,L5,closed,FALSE
1992-08-07-23-07-12,L5,open,FALSE
2004-12-30-23-30-26,L5,closed,FALSE
1992-10-17-23-12-10,L5,poorquality,TRUE
2005-03-11-23-37-37,L5,closed,FALSE
1995-10-10-22-51-18,L5,closed,FALSE
1998-10-11-23-23-20,L5,open,FALSE
2004-05-27-23-31-36,L5,closed,FALSE
1991-04-15-23-06-27,L5,closed,FALSE
1995-05-28-22-51-30,L5,closed,FALSE
1996-10-12-23-09-53,L5,open,FALSE
2006-07-04-23-43-34,L5,closed,FALSE
1990-06-06-23-10-52,L5,open,FALSE
2007-05-13-23-39-03,L5,poorquality,TRUE
2009-10-16-23-40-48,L5,poorquality,TRUE
1997-09-29-23-23-31,L5,closed,FALSE
1995-03-16-23-00-51,L5,closed,FALSE
1992-07-22-23-07-24,L5,unclear,TRUE
1998-08-24-23-23-06,L5,open,FALSE
2008-02-09-23-35-11,L5,open,FALSE
2006-05-01-23-42-38,L5,closed,FALSE
2005-05-07-23-31-46,L5,closed,FALSE
2004-06-21-23-26-09,L5,closed,FALSE
1993-07-16-23-13-05,L5,open,FALSE
1999-05-30-23-28-48,L5,closed,FALSE
2006-10-08-23-44-46,L5,closed,FALSE
1994-04-07-23-04-43,L5,open,FALSE
2005-09-12-23-32-39,L5,open,FALSE
2006-12-04-23-39-06,L5,closed,FALSE
1994-01-17-23-05-51,L5,open,FALSE
2009-11-10-23-34-51,L5,closed,FALSE
1999-04-12-23-29-25,L5,unclear,FALSE
2007-01-12-23-45-34,L5,closed,FALSE
1998-04-18-23-21-33,L5,closed,FALSE
2006-10-01-23-38-31,L5,closed,FALSE
2004-10-11-23-28-56,L5,closed,FALSE
1989-01-10-23-20-55,L5,open,FALSE
2003-12-12-23-23-03,L5,closed,FALSE
1993-03-26-23-12-51,L5,open,FALSE
1990-09-03-23-04-21,L5,open,FALSE
1987-11-21-23-18-53,L5,closed,FALSE
1995-03-09-22-54-57,L5,closed,FALSE
1991-12-02-23-15-08,L5,open,FALSE
1995-06-04-22-57-20,L5,closed,FALSE
1994-06-01-23-09-54,L5,open,FALSE
1989-02-27-23-20-29,L5,open,FALSE
1999-02-16-23-23-46,L5,open,FALSE
1998-05-27-23-28-20,L5,closed,FALSE
1993-06-14-23-13-13,L5,open,FALSE
1990-10-21-23-04-03,L5,open,FALSE
2006-05-10-23-36-35,L5,closed,FALSE
1988-03-28-23-20-43,L5,closed,FALSE
2004-10-27-23-29-16,L5,closed,FALSE
1996-02-08-22-49-31,L5,closed,FALSE
1994-04-23-23-04-26,L5,open,FALSE
1991-01-09-23-04-34,L5,closed,FALSE
1996-08-02-22-59-53,L5,closed,FALSE
2005-09-19-23-38-49,L5,open,FALSE
2004-08-15-23-33-42,L5,poorquality,TRUE
1993-01-14-23-06-09,L5,open,FALSE
2006-02-10-23-41-08,L5,open,FALSE
2007-09-02-23-37-42,L5,open,FALSE
1995-01-11-23-03-24,L5,closed,FALSE
2004-06-05-23-25-42,L5,closed,FALSE
2009-04-07-23-37-45,L5,closed,FALSE
2004-05-04-23-24-45,L5,closed,FALSE
2007-05-29-23-38-50,L5,closed,FALSE
1995-06-20-22-56-37,L5,poorquality,TRUE
2006-11-09-23-45-04,L5,closed,FALSE
1994-07-19-23-08-42,L5,open,FALSE
1990-04-12-23-04-42,L5,open,FALSE
1993-11-21-23-12-36,L5,open,FALSE
1996-05-14-22-55-35,L5,closed,FALSE
1992-03-23-23-14-49,L5,open,FALSE
1993-06-07-23-07-04,L5,open,FALSE
2009-12-12-23-35-06,L5,closed,FALSE
1989-09-07-23-16-52,L5,open,FALSE
1992-06-04-23-08-01,L5,open,FALSE
2010-03-25-23-41-38,L5,closed,FALSE
1997-08-28-23-22-36,L5,closed,FALSE
1994-07-12-23-02-43,L5,open,FALSE
2003-09-07-23-21-53,L5,open,FALSE
2003-12-28-23-23-14,L5,closed,FALSE
2004-01-20-23-29-30,L5,closed,FALSE
1996-09-10-23-08-11,L5,open,FALSE
1993-10-04-23-12-58,L5,open,FALSE
1998-08-31-23-29-21,L5,open,FALSE
2007-06-30-23-38-16,L5,open,FALSE
2007-07-23-23-44-17,L5,open,FALSE
2005-04-05-23-31-36,L5,closed,FALSE
1988-10-06-23-21-20,L5,open,FALSE
1996-04-19-23-00-17,L5,closed,FALSE
1995-06-29-22-50-02,L5,poorquality,TRUE
2010-12-31-23-34-25,L5,closed,FALSE
1987-05-29-23-14-53,L5,closed,FALSE
2005-01-31-23-30-50,L5,closed,FALSE
2004-07-14-23-33-00,L5,closed,FALSE
1997-08-21-23-16-13,L5,closed,FALSE
1988-05-08-23-14-50,L5,open,FALSE
1995-07-15-22-49-18,L5,closed,FALSE
1998-07-30-23-29-02,L5,closed,FALSE
1997-03-14-23-10-40,L5,open,FALSE
1989-07-21-23-17-55,L5,open,FALSE
1998-06-12-23-28-33,L5,closed,FALSE
1994-09-30-23-00-37,L5,closed,FALSE
1998-05-11-23-28-05,L5,closed,FALSE
1991-10-08-23-08-34,L5,open,FALSE
2005-03-04-23-31-21,L5,closed,FALSE
1998-04-02-23-21-20,L5,closed,FALSE
1989-07-30-23-11-35,L5,open,FALSE
1997-08-12-23-22-07,L5,closed,FALSE
1997-10-08-23-17-35,L5,closed,FALSE
2006-06-18-23-43-20,L5,poorquality,TRUE
1996-07-08-23-04-44,L5,closed,FALSE
2003-07-21-23-21-02,L5,open,FALSE
1988-08-12-23-15-13,L5,open,FALSE
1993-02-15-23-06-28,L5,open,FALSE
1993-06-30-23-13-06,L5,open,FALSE
1994-12-10-23-04-29,L5,closed,FALSE
2006-06-11-23-37-02,L5,closed,FALSE
